;page;arrêt;date;juridiction
182;174;LA COUR     Attendu  endroit  que l'art  9 de la loi du 19 avr  1831 doit être interprété en ce sens que le droit de s'attribuer le tiers des impositions de la propriété affermée est acquis au fermier qui exploite par lui même et en vertu d'un bail authentique d'une durée de neuf ans au moins  c'est à dire qui lui assure au moins neuf récoltes entières     Qu'il importe peu que le commencement de la jouissance du fermier soit antérieur à la date du bail  pourvu que cette différence n'emporte pas une récolte placée en dehors de l'acte  ce qui serait contraire à l'esprit comme au texte de la loi    Et attendu  en fait  que les arrêts attaqués constatent  d'une part  que les baux authentiques invoqués par les défendeurs  quoique postérieurs en date à leur entrée en jouissance  leur assuraient néanmoins les fruits de neuf récoltes entières  suivant l'usage des lieux  et  d'autre part  que ces baux à ferme avaient été passés avant l'époque de la révision des listes de la première année desdits baux  ce qui écartait tout soupçon de fraude   d'où il suit que lesdits arrêts  en jugeant que les défendeurs dénommés au présent arrêt avaient le droit de comprendre dans leur cens électoral le tiers des impositions de leurs fermes  loin d'avoir violé la loi  en a fait une juste application     Rejette  etc   ; 14 avr. 1846.; Ch. req. 
183;175;    Vu l'art  14 de la loi du 21 mars 1831 et l'art  9 de celle du 19 avril de la même année     Attendu qu'aux termes de l'art  14 de la loi du 21 mars 1831  le tiers de la contribution du domaine exploité par un fermier  à prix d'argent  ou à portion de fruits  lui est compté  pour être inscrit sur la liste des plus imposés de la commune  à l'effet de participer aux élections municipales  Attendu que les dispositions de cet article créaient en faveur du fermier un droit nouveau  sans analogue dans les lois électorales précédentes  et sans lien avec les lois électorales postérieures   Attendu que  si l'art  9 de la loi du 19 avril 1831  ouvre pour les élections à la chambre des députés  un droit semblable au fermier à prix d'argent ou de denrées  et si  pour pouvoir exercer ce droit  ledit article lui impose de plus l'obligation de produire un bail authentique d'une durée de neuf ans au moins  cette prescription ne saurait s'appliquer au fermier appelé à se prévaloir du tiers des Contributions de la propriété qu'il exploite pour concourir aux élections municipales de sa commune  d'une part  parce que la loi sur les élections parlementaires  est postérieure à celle sur les élections municipales   d'autre part  parce que le principe et l'objet de ces deux lois étant différens  on ne peut établir entre elles aucune assimilation de règles   Attendu  dès lors  que l'art  14 de la loi du 21 mars 1831  n'imposant ni forme  ni durée de temps au bail dont le fermier peut se prévaloir pour être inscrit sur la liste des électeurs communaux  le tribunal d'Orange  en se fondant sur ce qu'il n'était pas fermier par bail authentique d'une durée de neuf ans au moins  a essentiellement violé ledit article et faussement appliqué l'art  9 de la loi du 19 avril 1831  Casse  etc   ; 17 fév. 1846.;Ch. civ. 
184;175;     Vu l'art  26 de la loi du 19 avril 1831   Attendu qu'aux termes de l'art  26 de la loi du 19 avril 1831  aucune demande formée par un tiers en radiation d'un individu qu'il prétend indûment inscrit sur la liste des électeurs  ne sera reçue qu'autant que le réclamant y joindra la preuve que celte demande a été par lui notifiée à la partie intéressée   qu'en réalité donc  il n'existe pas une demande dûment recevable lorsque la preuve exigée n'y est pas jointe  Attendu que cette preuve  dans l'espèce  n'ayant été produite qu'après le 30 septembre  c'est à dire après l'expiration du délai  fixé par les art  24 et suivans  pour l'admission des réclamations  il n'y a légalement pas eu de demande régulièrement présentée en temps utile  D'où il suit que l'arrêt attaqué  en déclarant que la demande formée sans que la notification à la partie intéressée y fût jointe  était recevable  encore que la production exigée n'ait été effectuée qu'après le 30 septembre  a formellement violé la loi précitée   Casse  etc   ; 14 avril 1846.;Ch. civ.
185;175;   Attendu que si  aux termes de l'art  26 de la loi du 19 avril 1831  aucune demande formée par un tiers en radiation d'un nom qu'il prétend indûment inscrit sur la liste des électeurs  ne doit être reçue qu'autant que le réclamant y a joint la preuve que cette demande a été par lui notifiée à la partie intéressée  ni ledit article ni aucun autre n'interdisent la production ultérieure des pièces tendantes à justifier celte demande   Attendu qu'il est constaté  en fait  par l'arrêt attaqué que  le 30 sept  1844  la demande formée par Jacquet Hadou en radiation  du nom de Blanchet porté sur la liste électorale de l'arrondissement de Blois  a été accompagnée du dépôt de l'exploit original de notification signifié le même jour à Blanchet   et que la production faite le lendemain  1er octobre  a été celle d'un extrait d'acte de vente que la loi n'obligeait pas de joindre à cette demande avant  le 30 septembre  à peine de nullité de la demande   Rejette  etc   ; 14 avril 1846.;Ch. civ.
186;175;     Sur le moyen unique pris de la fausse application de l'art  365  Cod  inst  crim     Vu ledit article    Attendu  en principe général  que tout fait pénal comporte l'application d'une peine spéciale  à moins qu'il n'en ait été autrement ordonné par la loi  Attendu que si l'art  365 précité a dérogé à ce principe en cas de conviction de plusieurs crimes ou délits  son texte n'esl pas rappelé dans l'art  187  Cod  forest   qui se réfère à celles des règles du Code d'instruction criminelle déclarées par ledit article applicables à la poursuite et au jugement desdélits et contraventions en matière forestière   Attendu  en outre  que la proportion établie comme la base essentielle de la pénalité en cette matière  entre 351  Jurisprudence de la Cour de cassation   352  les réparations pécuniaires dont est tenu le contrevenant  et le préjudice occasionné par la contravention  exclut virtuellement  dans le concours de plusieurs faits punissables  l'infliction d'une seule  peine  Attendu  dès lors  qu'en ne faisant état  dans la condamnation prononcée contre Mensillon et consorts  que d'une des peines par eux encourues à raison des faits reconnus et déclarés à leur charge  le jugemement attaqué a faussement appliqué le susdit article    Casse le jugement du tribunal correctionnel de Mende  en date du 15 nov  1844  etc   ; 26 déc. 1815.; Ch. crim.
187;176;    Vu les art  318 387  475  n  6 et 14  et l' art  477  n 2 et 4  Cod  pén    Attendu que le jugement constate  en fait  que les vins dont s'agit ne peuvent être regardés comme boisson hygiénique et doivent être regardés comme gâtés et nuisibles    Attendu que la mise en vente de ce genre de liquides est pareillement constatée par ledit jugement    Attendu que  dès lors  c'est avec raison que le' même jugement a fait aux demandeurs en cassation l'application des art  475  n  14  et 477  n  4  Cod  pén    Rejette  etc   ; 11 avr. 1845. ; Ch. crim. 
188;176;"  Vu les art  190 195  210  Cod inst  crim   el l'art  7 de la loi du 20 avril 1810        Sur le second moyen  pris de la violation de l'art  195  Cod  inst  crim   en ce que  dans le dispositif du jugement attaqué  les faits qui ont donné lieu à la condamnation prononcée contre le demandeur ne sont pas énoncés     Attendu que le délit imputé à Jean Baptiste Tusson consistait dans le fait d'avoir  à diverses reprises  et notamment le 22 déc  1844  outragé publiquement  par paroles  à raison de ses fonctions  le maire de la commune de Heussé     Que le dispositif du jugement du tribunal tribunal Mortain  confirmé sur l'appel  est ainsi conçu   « Déclare Jean Baptiste Tusson coupable d'avoir outragé le maire de la commune de Heussé  à l'occasion de l'exercice de ses fonctions  en lisant un écrit qui contenait des énonciations de nature à inculper son honneur et sa délicatesse   Que  d'un autre côté  le jugement du tribunal supérieur de Coulances ne contient dans les motifs afférens au fait incriminé  que les énonciations suivantes    « Con« sidérant  au fond  qu'il est constant que  le 22 déc  1844  Tusson « lut publiquement  dans le cimetière de la commune de Heussé  « à l'issue de la première messe  une lettre par lui adressée au   « maire de ladite commune  et remplie de passages outrageans "" pour ce fonctionnaire  à raison de ses fonctions et de sa qua« lité      Qu'aux outrages dirigés contre l'homme public  Tusson « a joint des imputations diffamatoires ou au moins injurieuses « pour l'homme privé qui n'ont fait qu'aggraver sa faute   »  Attendu que les énonciations ainsi établies dans les motifs du jugement d'appel et dans le dispositif du jugement confirmé  ne spécifient pas le fait déclaré coupable et qui a déterminé la condamnation prononcée  qu'elles ne font connaître  par aucune indication formelle et explicite  quelles sont les expressions de l'écrit  dont la lecture publique est incriminée  qui caractériseraient un outrage fait au maire à l'occasion de l'exercice de ses fonctions et une atteinte à son honneur et à sa délicatesse  que  dans cet état  la qualification du délit et l'application de la pénalité n'étant pas justifiées conformément aux prescriptions de l'art  195  Cod  inst  crim   et aux dispositions de l'art  7 de la loi du 20 avril 1810  le jugement attaqué a formellement violé ces articles   Casse  etc   "; 11 déc. 1845. ; Ch. crim. 
189;182;LA COUR    Vu l'art  2092  Cod  civ   et les art  604  605  608  Cod  comm   Attendu que la réhabilitation ne peut être accordée que sur la justification faite par le failli qu'il a payé l'intégralité de ses dettes  en capitaux  intérêts et frais  qu'elle a pour effet nécessaire de faire cesser complètement l'état de faillite et d'en effacer les conséquences   qu'ainsi le débiteur ne saurait être admis tout à la fois à jouir du bénéfice de la réhabilitation et à maintenir ses créanciers dans les liens d'un concordat    Attendu que  soit les preuves du paiement intégral des dettes que le débiteur est tenu de rapporter à l'appui de sa demande en réhabilitation  soit la publicité que reçoit cette demande  soit les investigations prescrites aux juges avant d'y faire droit  témoignent ouvertement que la volonté de la loi est que la libération soit entière  et que toute créance soit payée  sans distinction de celles qui ont été ou n'ont pas été comprises dans l'état passif de la faillite    Que c'est dans cette vue que la loi autorise les créanciers non désintéressés à former opposition à la réhabilitation   mais qu'elle ne leur fait pas une nécessité de cette opposition  et qu'elle ne prononce contre ceux qui ne l'auront pas faite aucune déchéance ni forclusion de leurs droits  tels qu'ils existaient avant la faillite   qu'elle est surtout fort éloignée de vouloir les ramener à l'exécution du concordat  auquel le débiteur renonce virtuellement par sa demande en réhabilitation  concordat qui  par conséquent  est incompatible avec la réhabilitation   Qu'en effet  la réhabilitation doit être entière   qu'elle ne comporte pas de moyen terme   qu'elle doit seule régler la condition du réhabilité à l'égard de tous ses créanciers sans exception  qu'il ne peut rester failli pour les uns et réhabilité pour les autres  et qu'enfin la réhabilitation opère une restitution d'état  et que l'état des personnes est indivisible    Attendu  en fait  qu'il est établi que  moins d'un mois avant la déclaration de faillite de Séguin  le Trésor lui avait prêté une somme de 20 000 fr   et que ledit Séguin a fait admettre sa réhabilitation avant d'avoir désintéressé le Trésor intégralement    Qu'il résulte de ces circonstances  qu'en repoussant la demande du Trésor  et en décidant que le concordat restait obligatoire à son égard  l'arrêt attaqué a faussement appliqué l'art  524  Cod  comm   et expressément violé l'art  2092  Cod  civ   combiné avec les art  604  605 et 608  Cod  comm   Casse  etc  ; 20 mai 1846.; Ch. civ.
190;184;LA COUR   Vu les art  1384 1952 et 1953  Cod  civ    Attendu qu'aux termes de l'art  1384  les maîtres sont responsables du dommage causé par leurs domestiques dans les fonctions auxquelles ils les ont employés   Attendu que cette responsabilité est absolue   Que le domestique est considéré comme le représentant du maître  et que celui ci n'est pas même admis à prouver qu'il n'a pu empêcher le fait qui donne lieu à sa responsabilité    Attendu  d'une autre part  qu'aux termes des art  1952 et 1953  le dépôt des effets apportes par le voyageurdans l'hôtellerie où il loge est un dépôt nécessaire  et que les hôteliers sont responsables du vol de ces effets  lorsque le vol a été commis par les domestiques de l'hôtellerie   Attendu que cette responsabilité a lieu encore bien que les effets volés n'aient pas été confiés à l'hôtelier qu'elle n'est point subordonnée à la nature et à la valeur des effets volés   Attendu qu'il est constaté par l'arrêt attaqué que  tandis que Harris était logé dans l'hôtellerie de Mulbergùe  des diamans lui  369  Jurisprudence de la Cour de cassation   370  furent volés par Mézier  domestique  de l'hôtel  dans un gilet qui lui avait été confié par Harris pour le nettoyer  Attendu que Mulbergue était responsable de ce vol commis par son domestique dans son service  conformément tant à l'art  1384 qu'aux art  1952 et 1953  Cod  civ    Attendu que l'arrêt attaqué a néanmoins déchargé Mulbergue de la double responsabilité prononcée par les articles précités  Attendu qu'en jugeant ainsi  et en apportant à l'application des principes posés par les articles ci dessus cités des exceptions que ces articles n'ont point admises   l'arrêt attaqué a faussement interprété et par suite violé Iesdits articles    Casse  etc   ; 11 mai 1846.;Ch. civ.
191;186;LA COUR   Vu les art  2129 2130  2134 et 2148  Cod  civ    Attendu qu'aux termes de l'art  2116  l'hypothèque  ne peut être que légale  judiciaire ou conventionnelle     Attendu que l'hypothèque légale et l'hypothèque judiciaire résultant d'une disposition de la loi ou d'un jugement de condamnation  sont générales et peuvent s'exercer sur les immeubles actuels du débiteur et sur ceux qu'il pourra acquérir    Attendu  en ce  qui concerne l'hypoihèque conventionnelle  que la loi ne la reconnaît valable qu'autant que le titre authentique où elle est consentie  déclare spécialement la nature et la situation des biens appartenant actuellement au débiteur  qui ont été soumis à cette hypothèque  Qu'ainsi  la spécialité a été exigée comme une condition constitutive de cette troisième espèce d'hypothèque  et que c'est par une conséquence nécessaire de cette condition que la loi a expressément disposé en niême temps que les biens à venir du débiteur n'en pourraient être grevés   Attendu que l'art  2130  Cod  civ   en permettant au débiteur dont les biens présens sont insuffisans pour la sûreté de la créance  d'engager ses biens à venir  n'a rien changé au caractère de l'hypothèque conventionnelle  et  de spéciale qu'elle était  ne l'a pas rendue générale   Qu'aucune des expressions dont la loi se sert pour déterminer la faculté qu'elle accorde dans ce cas  n'indique qu'elle a voulu opérer une transformation de cette nature et créer une quatrième espèce d'hypothèque   Qu'en appliquant le consentement du débiteur à l'hypothèque spéciale qu'elle a définie dans l'art  2129  et en prenant le soin d'expliquer  ce qu'elle n'a pas fait pour les hypothèques légales et judiciaires  que c'est à mesure des acquisitions que les biens y demeureront affectés  elle a clairement fait entendre qu'elle ne dispensait le créancier que de l'obligation de recourir à une nouvelle convention pour obtenir une hypothèque sur les biens à venir du débiteur   Que  dès lors  l'hypothèque  qui doit les frapper est nécessairement demeurée conventionnelle  et soumise en conséquence aux conditions de spécialité qui constituent cette espèce d'hypolhèque   Attendu qu'une hypothèque conventionnelle  pour prendre rang entre les créanciers  doit être rendue publique au moyen d'une inscription portant renonciation de l'espèce et de la situation des biens sur lesquels le créancier entend la conserver  Qu'ainsi l'inscription prise en vertu d'une hypothèque sur les biens à venir du débiteur  consentie conformément aux dispositions de l'art  2130  doit présenter ces énonciations  puisqu'elle est conventionnelle  et que la loi n'a dispensé de cette formalité que les hypothèques légales et judiciaires  avec lesquelles on ne peut la confondre   D'où il suit qu'il y a pour le créancier qui veut assurer les effets d'une semblable hypothèque sur les biens à venir de son débiteur  nécessité de prendre inscription sur ces biens  à mesure de leur acquisition  et que toute inscription intervenue auparavant  ne pouvant réunir les élémens de spécialité exigés  ne remplirait pas le voeu de la loi  et ne pourrait obtenir  en conséquence  aucun rang entre les autres créanciers inscrits   Attendu que 1 arrêt attaqué constate que le demandeur en cassa   lion  créancier de Louis Clément Davezé  de la somme de 15 000 f   en vertu d'un jugement de condamnation du 17 nov  1835  a pris inscription sur les biens présens et à venir de son débiteur  à la date du 18 avril 1836  Qu'Edouard Davezé  défendeur à la cassation  est devenu créancier dudit Louis Clément  Davezé  d'une somme égale  mais en vertu d'une convention par acte authentique du 5 mars 1836  portant constitution d'hypothèque sur les biens présens du débiteur commun ét sur ses biens à venir  conformément aux dispositions de l'art  2130  Cod  civ   et qu'en conséquence  le 7 mars 1836  plus d'un mois avant le demandeur  il a pris une inscription conçue dans les termes de l'acte qui lui avait  373  Jurisprudence de la Cour de Cassation   374  conféré une hypothèque   Que c'est dans cet état de choses que Louis Clément Davezé  ayant vendu à Joseph Edouard Davezé  défendeur  pour la somme de 8 000 fr   plusieurs immeubles qu'il avait recueillis dans la succession de son père   décédé le 22 mai 1841  et un ordre s'étant ouvert sur ce prix devant le tribunal de Saint Calais  le demandeur en cassation et Joseph Edouard Davezé ont prétendu chacun devoir obtenir là préférence pour le paiement de leur créance    Attendu qu'il résulte de ces faits et des principes ci dessus énoncés  que le demandeur ayant une hypothèque judiciaire conservée par une inscription dont la régularité n'est pas contesté  devait être colloqué sur le prix de vente  avant Joseph Edouard Davézé  dont l'inscription  quoique antérieure à la sienne  ne renferme sur les biens vendus aucun des élémens de spécialité exigés par la loi pour assurer entre lés créanciers un rang à l'hypothèque conventionnelle    Attendu cependant que l'arrêt attaqué à décidé le contraire par le motif que la disposition qui autorise  dans l'art  2130  Cod  civ   la convention d'une hypothèque sur les biens à venir dû débiteur a créé une nouvelle classe d'hypothèque conventionnelle  et a dispensé par là le créancier de l'obligation de prendre inscripiion  chaque fois que le débiteur acquiert de nouveaux biens    Attendu qu'en statuant ainsi  en établissant une nouvelle espèce d'hypothèque que la loi ne reconnaît pas  en donnant à une hypothèque conventionnelle un effet absolument contraire à la spécialité qui en fait la base  cet arrêt a violé les articles de loi précités   Casse  etc   ; 27 avr. 1846.;Ch. civ.
192;188;   Vu les art  3  Cod  proc  et 6 de la loi du 25 mai 1838     Attendu que l'action possessoire intentée par le demandeur devant le juge de paix dû canton de Saint Vincent de Tyrosse  qui a donné lieu au jugement attaqué  avait pour objet le trouble prétendu apporté par les défendeurs  pour lesquels l'Etat a pris fait et cause  à la possession annale d'un bois de pins  et qu'il n'a pas été contesté qu'une partie de ce bois de pins ne fût située dans ledit canton de Saint Vincent   Attendu qu'à l'égard de cette portion  la qualité de juge de la situation de l'objet litigieux  exigée par les art  3 et 6 précités  ne pouvait être déniée au juge de paix de Saint Vincent  non plus que la compétence qui en résultait pour connaître de l'action possessoire portée devant lui    Attendu que  sur l'appel  le tribunal de Dax était également compétent et tenu de prononcer sur ladite action  aux termes des mêmes articles   Attendu que  dans l'espèce  la compétence du tribunal était d'autant moins contestable  qu'en tout cas  devant lui  le demandeur avait pris des conclusions subsidiaires par lesquelles il avait restreint sa demande à ce qui concernait la partie du bois de pins située dans ledit canton   et que cette demande réduite étant nécessairement comprise dans les termes de la demande principale  ne constituait pas  une demande nouvelle   d'où il suit que le tribunal d'appel en était légalement saisi   Attendu  en conséquence  qu'en prononçant l'annulation pure et simple pour incompétence du jugement du juge de paix de Saint Vincent  rendu par défaut le 27 déc  1839  au profit du demandeur  le jugement dénoncé a méconnu les règles de compétence tracées par la loi  et expressément violé les articles précités    Casse  etc  ; 6 mai 1846.;Ch. civ.
193;189;LA COUR   Attendu qu'aux termes de l'art  1146  Cod   civ   les dommages intérêts ne sont dus que lorsque le débiteur est en demeure de remplir son obligation   que  d'après l'art  1153  même Code  dans les obligations qui se bornent au paiement d'une certaine somme  les dommages intérêts résultant du retard dans l'exécution  consistent dans la condamnation aux intérêts fixés par la loi    Attendu  par conséquent  que les intérêts des intérêts  dans les cas où la loi permet d'en prononcer la condamnation  sont alloués à titre de dommages intérêts résultant du retard dans le paiement dés intérêts échus   Attendu que les art  1153 et 1154  Cod  civ   supposent nécessairement que le retard provient de la faute du débiteur    Attendu qu'il résulte  de l'arrêt attaqué que le défendeur n'était point en retard dans l'exécution de son obligation   puisque les parties avaient été renvoyées devant un notaire  à l'effet de déterminer la dette par une liquidation poursuivie à la requête du demandeur en cassation et sur les justifications que seul il pouvait et devait faire    Attendu qu'en cet état des faits déclarés par l'arrêt attaqué  c'est à juste titre que la Cour royale a confirmé le jugement qui avait déclaré le demandeur mal fondé dans sa demande en capitalisation  et qu'en le jugeant ainsi  l'arrêt attaqué n'a violé ni l'art  1154  Cod  civ   ni aucune autre loi     Rejette  etc   ; 18 mai 1846,;Ch. civ.
194;189;    Vu les art  15  16 et le § 1 de l'art  17 de la loi du 21 avril 1818     Attendu qu'aux termes de l'art  15 précité  la prime pour l'exportation des savons n'est due que lorsqu'ils ont été fabriqués avec des matières tirées de l'étranger  dont la proportion est fixée à 58 kilog  d'huile et 35 kilog  de soude ou nation par 100 kilog  de savon   que la prime consiste dans le remboursement des droits d'entrée  dont  suivant l'art  16 également précité  l'acquit doit être produit   Attendu qu'il est légalement constaté que les défendeurs n'ont présenté que des quittances de droits d'entrée payés sur des huiles d'olives étrangères  et que cependant les savons pour l'exportation desquels ils réclamaient la prime  étaient fabriqués en partie avec de l'huile de graines    Attendu que de l'égalité des droits établis à l'entrée soit des huiles d'olive  soit des huiles de graines  il ne résultait pas que l'administration des douanes dût rembourser des droits payés à l'importation de l'huile d'olive  lorsqu'il était établi que ce n'était pas exclusivement avec cette espèce d'huile que les savons à exporter avaient été fabriqués    Qu'en effet  ou il n'avait pas été fait emploi de la quantité d'huile d'olive à l'égard de laquelle le paiement des droits était justifié  et c'était seulement par l'addition d'une certaine  quantité d'huile de graines qu'on avait atteint la proportion de 58 kilog  d'huile     Que  dans ce cas  la prime n'était pas due  puisque  d'une part  il n'était pas justifié de l'acquit des droits perçus à l'entrée de l'huile de graines  et que  de l'autre  la prime n'est allouée par la loi que pour les savons fabriqués dans la proportion de 58 kilog  d'huile ayant payé les droits d'entrée par  100 kilog  de savon    Ou bien à la quantité de 58 kil  d'huile d'olive on avait ajouté une quantité quelconque d'huile de graines    Que  dans ce cas  la prime ne serait pas encore due  puisque celte addition aurait fait cesser la proportion légale de 58 kilog  d'huile et de 35 kilog  de soude ou natron pour 100 kilog  de savon    Attendu que  sous l'empire des lois antérieures à celle du 11 juin 1845 qui a abrogé l'art  15 de la loi du 21 avril 1818  il n'y avait pas de primes graduées à l'exportation des savons   Que la prime était ou n'était pas due suivant que les conditions fixées par les art  15 et 16 de la loi du 21 avril 1818 étaient ou n'étaient pas remplies   Attendu que le 2e § de l'art  17 de cette loi  applicable aux fraudes ou fausses déclarations tendant à obtenir par surprise un surcroît à la prime réellement due  n'était pas applicable au cas où la fausse déclaration n'avait pu être faite pour obtenir une prime supérieure à la prime légale   Que la loi n'accordant qu'une prime unique et toujours la même à l'exportation des savons  la faussé déclaralion a eu lieu non pour obtenir une prime plus élevée que celle fixée par la loi  mais pour obtenir une prime de sortie hors les cas où elle était due  ce qui constituait la contravention prévue par le § 1 de l'art  17 de la loi du 21 avril 1818    Attendu que si le § 2 du même article explicitement abrogé par l'art  10 dé la loi du 6 mai 1841  l'avait déjà été implicitement par l'art  1  sect  2 de la loi du 5 juill  1836  le § 1 dudit art  17 de la loi du 15 avril 1818 n'avait pas plus été abrogé implicitement par ladite loi du 5 juill  1836  qu'il ne l'a été explicitement par celle du 6 mai 1841    Qu'en effet  l'art  1  sect  2 de la loi du 5 juill  1836 n'était applicable qu'aux fausses déclarations ayant pour objet l'allocation d'une prime supérieure à la prime légale  puisqu'il portait que  sauf l'application de la peine encourue  la prime légale   379  jurisprudence de la Cour de cassation   380  serait liquidée    Que si donc cet article établit en matière de primes une pénalité qui ne permet pas de recourir aux disposilions des fois précédentes  c'est pour les cas qu'il prévoit  et non pour le cas prévu par l'art  15 et par le § 1 de l'art  17 de la loi du 21 avril 1818  c'est à dire quand il n'est pas dû de prime  quand la fausseté de la déclaration ne laisse plus lieu à la liquidation d'une prime quelconque    Que  s'il en était autrement  l'art  10 de la loi du 6 mai 1841 ne se serait pas borné à consacrer par une disposition formelle l'abrogation de fait dû § 2 de l'art  17 de la loi 21 avril 1818  qu'il eût également abrogé le § 1 du même article   Attendu qu'en décidant que la loi n'a pas exigé que la marchandise se fût exclusivement et entièrement fabriquée avec des matières tirées de l'étranger  et ayant payé un droit d'entrée  qu'il suffit que les matières étrangères soient en notable quantité dans la marchandise confectionnée  et qu'il ne peut y avoir lieu qu'à l'application de l'art  1  sept  2  de la loi du 5 juill  1836  pour fausse déclaration tendant à obtenir une prime supérieure à la prime légale  en mettant par suite au néant les jugemens du juge de paix qui avaient prononcé les condamnations requises par l'administration des douanes  et en ordonnant que les commissaires experts du gouvernement seraient consultés à l'effet dp déterminer dans quelle proportion le mélange d'huile d'olive avec l'huile de graines ou des matières graisseuses peut exister dans les savons présentés pour l'exportation  et de faire cette évaluation  sinon d'une manière absolue et précise  au inoins approximative arbitrio boni viri  les jugemens attaqués ont faussement appliqué l'art  1  sect  2 de la loi du 5 juill  1836  et expressément violé les art  15 et 16 et le § 1 de l'art  17 de la loi du 21 avril 1818    Casse  etc   ; 12 mai 1846.; Ch. civ.
195;190;    Vu les art  1235  1315 et 1376  Cod  civ     Attendu que  l'administration des douanes se fondant sur la contravention constatée par l'acte conservatoire qu'avaient dressé ses préposés  et sur l'avis des commissaire experts  avait conclu à la confirmation des jugemens du juge de paix qui avaient prononcé les condamnations aux peines portées par le § 1 de l'art  17 de la loi dû 21 avril 1818  et qui avaient ordonné la restitution de la prime payée   Attendu que la renonciation à un droit pu à une action ne se présume pas  et qu'aux ternies de l'art  1315  Cod  civ   celui qui se prétend libéré doit justifier le paiement ou le fait qui à produit l'extinction de son obligation    Attendu que les jugemens attaqués ont fait résulter du seul paiement de la prime l'extinction de l'obligation de subir lès peines prononcées par la loi pour les contraventions  et de restituer les primes qui avaient été payées  Que lesdits jugemens ne déclarent pas que  d'actes et de faits autres que le paiement des primes  il résulte que l'administration des douanes ait renoncé aux effets de  l'acte conservatoire dressé par ses préposés  et aux poursuites qui devaient en être la conséquence   que  s'il y a eu contravention  la prime n'était pas due    Que  dès lors  l'administration des douanes aurait payé et le défendeur aurait reçu ce qui n'était pas dû   D'où il suit qu'en infirmant les jugemens du juge de paix et en déclarant l'administration des douanes non recevable dans sa double demande à fin de restitution des primes payées et en condamnation aux peines prononcées par la loi pour la contravention  les jugemens attaqués ont expressément violé les articles précités     Casse  etc   ; 12 mai 1846.;. Ch. civ.
196;190;    Attendu que l'administration des douanes ne défère pas à la Cour de cassation les jugemens qui l'ont déclarée non recevable dans ses demandes contre les défendeurs à fin de répétition des primes qu'elle leur avait payées et qu'elle prétendait avoir payées par erreur comme n'étant pas dues    Qu'ainsi ces jugemens ont acquis l'autorité de la chose irrévocablement jugée     Attendu que le § 1 de l'art  17 de la loi du 21 avril 1818 ne prononce des peines que contre celui qui a fait une fausse déclaralion tendant à obtenir ne primé de sortie hors des cas où elle est due d'après la loi     Attendu que  du rejet définitif de l'action en répétition des primes payées   il résulte que l'administration des douanes ne peut plus prétendre avoir payé ce qu'elle ne devait pas  avoir payé des primes hors les cas où elles étaient dues d'après la loi  que  par une conséquence nécessaire  elle n'est plus recevable à se plaindre des jugemens qui ont refusé d'appliquer des peines que la loi ne prononce qu'en cas de réclamation de primes non dues   Rejette  etc  ; 12 mai 1846.; Ch. civ.
197;191;"LA COUR    Sur le 1er moyen     Attendu que l'arrêt attaqué a déclaré que « s'il était vrai que la prairie actuelle de la dame de  Jurisprudence de la Cour de cassation   384  « Morlac fût anciennement un étang  il n'était pas non plus dou"" teux que cet étang avait disparu depuis un temps plus que suffi« sant pour prescrire le privilége attaché à celle sorte de proprié« té  » Et qu'une semblable déclaration  en jugeant  en fait  que l'immeuble n'était pas en nature d'étang  repousse péremptoirement l'application de l'art  558  Cod  civ     Sur le 2e moyeu    Attendu que ni la loi  ni la nécessité des choses n'interdisent de séparer la propriété d'un canal de celle de ses francs bords  qu'il arrive souvent  au contraire  de voir l'une et l'autre de ces propriétés dans des mains différentes  et que dès lors que le maître de l'immeuble peut aliéner séparément la propriété des francs bords  il est de conséquence inévitable que celle même propriété puisse être acquise contre lui par le moyen de là prescription    Attendu  au surplus  que la possession des défendeurs caractérisée  comme elle l'a été  d'après les faits que l'arrêt énonce et qu'il tient pour constans  était de nature à produire la prescription  et qu'en lui attribuant celte efficacité  la Cour royale  loin de contrevenir à la loi  n'en a fait résulter que leur légale conséquence    Rejette ces deux moyens    Mais sur le 3e moyen     Vu l'art  691  Cod  civ      Attendu que la possession  même celle immémoriale  ne suffit pas pour établir les servitudes continues non apparentes  et les servitudes discontinues apparentes ou non apparentes    Attendu  en fait  que le canal dont il s'agit au procès  a été reconnu être la propriété exclusive des demandeurs  et que le défendeur n'élève d'autre prétention sur ce canal lui même  abstraction faite des francs bords  que celle d'y avoir acquis  par la prescription  un droit de servitude qui consiste dans l'usage des eaux pour les besoins de sa maison et de son jardin    Qu'il suit de là qu'en déclarant une semblable servitude acquise de cette manière  la Cour royale a expressément violé l'article précité   Casse  etc   "; 28 avr. 1846.;Ch. civ.
