,page,arrêt,date,juridiction
143,106," – Attendu que la Cour d'appel g jugé qu'il y avait commencement de preuve par écrit et même possession d'état, en faveur de la dame Anne Naso et qu'en admettant, en can séquence, la preuve vocale de l'existence d'un mariage prétendu contracté et célébré suivant les rttes et les formes d un pays où l'on soutient qu'il n'existe pas de registres pour constater les actes de l'état civil, elle n'a pas violé la loi;Rejette, etc. ", 7 sept. 1809.,Sect. req.
145,107," Attendu qu'en chargeant les tribunaux de police de connaître des délits d'injures verbales, le législateur ne les a point autorisés a transformer en injures les propos même grossiers, qui ne tendent point à attaquer la probité, l'honneur, la réputation de quelqu'un, ou a porterattemte a son crédit ou à la considération dont il jouit; Que, dans l'espèce, le propos échappé aPierre-Antoine Brentano, maire de la commune de Meissenheim ne signifie autre chose, si ce n'est que le ministre du culte luthérien Deitsch ignorait des choses qui n'étaient pas relatives à son état; que les notions relatives aux affaires contentieuses sont edeetnement étrangères aux connaissances que doivent avoir les ecclésiastiques; que ce propos ne pouvait, par conséquent, donner aucune atteinte à la considération dont il peut jouir; Qu'il en résulte que la plamte ne portant pas sur une véritable injure, la citation devait être rejetée par le tnbunal de police, comme dénuée de motifs suflisans; qu'en l'admettant, en y statuant, et en appliquant la nant l'imputation d'un vice déterminé (art. 1 et 20 de la loi du 17mai 1819); 2° l'injure qui ne contient pas l'imputation d'un vice déterminé (art. 20 de la même loi) 3° enfin, l'injure qui n'est pas publique, soit qu'elle renferme ou non l'imputation d'un vice déterminé ( art. 373 et 471, n«vll, du Code pén.). V. Parant, Lois de la presse, p. 95; Chassan, Traité de* délits de la parole, tom. t"", p. 365; Grattier, Comm. des lois de la presse, sur l'art. 20 de la loi du 17 mai 1819; Merlin, Répertoire, t» Injure, j~'3.* 
disposition dp l'art. 605 du Code des délits et del peines, ce tribunal a méconnu sa compétence, faussement appliqué la disposition de celteloi, et commis un excès de pouvoir;– Casse, etc. ", 8 sept. 1809.,Sect. crim.
146,107," –Vu les art. 591 et 595 du Code desdétils et des peines; – Attendu que les formes de procéder et de juger en matière correctionnelle ayant été spécialement réglecs par la loi de brum. an 4, les dispositions de cette loi sont les seules auxquelles les trIbunaux doivent se conformer;– Qu'en déterminant les délais dans lesquels l'appel devrait être émis et notifié a peine de déchéance, ladite loi n'a rien statué sur les délais, passé lesquels les appels devraient être déclarés surannés; – Qu'elle établit, au contraire, en principe général, que les actions ne peuvent être éteintes qu'après trois ou six années sans poursuites que cependant, dans l'espèce, la Cour de justice criminelle du département de la LoireInférieure, s'appuyant sur une déposition de l'ancienne coutume de Bretagne, évidemment et nécessairement abrogée par l'effet des lois nouvelles, s'est permis"" de déclarer suranné un appel régulièrement émis par le ministère public, sur le motif que ledit appel n'avait eté sui\ i que plus d'un an et jour après la déclaration qui en avait été faite;-Qu'une pareille décision presente tout a la fois une violation des dispositions du Code de brum. an 4, une fausse application de la coutume de Bretagne, et un véritable excès de pouvoir, en ce que la Cour, dont l'airêt est attaqué, a créé une péremption non autorisée ou etablio par la loi ;– Casse, etc. ", 8 sept. 1809., Sect. crim.
147,108," –Vu l'art. 0, tit. 1«"", de la loi du S9 sept. 1791 l'art. 9, 2« sect., ut. 1"", de la loi du 9 flor. an 11, etl'art. 3 du Code du 3 brum. an 4 ;– Et attendu que l'art. 6, lit. 1«, de la loi du S9 sept. 1791, en donnant aui propriétaires de bois le droit de les administrer et d'en disposer à l'a\enir comme bon leur semblera, et en les affranchissant du régime de l'administration forestière, a nécessairement abrogé les dispositions prohibitives et pénales de l'art. 3, tit. 26 de l'ordonnance de 1669, et de l'arrêt du conseil du 1« mars 1 757 ;– Que si l'art. 9 de la loi du 9 flor. an 11, a renouvelé les dispositions prohibitives de ces lois, il n'en a pas renouvelé la disposition pénale;-Que, du rapprochement de cet article avec l'art. 3 de la même loi, il résulte que ce renouvellement n'a pas été plus dans son esprit qu'il n'est dans sa lettre; – Que si la disposition prohibitive dudit art. 9 demeure sans moyen coactif ou de répression, c'est au législateur a y pourvoir par une nouvelle mesure législative; mais que les tnbunaui ne peuvent prononcer des peines par induction ou présomption, ni même sur des motifs d'intérêt public; qu'ils n'ont d'attribution que pour appliquer les condamnations déterminées par la loi;– Que si la contravention à l'art. 9 de la loi du 9 flor. an 11, doit constituer un délit, ce délit ne pourrait être puni ainsi qu'il est établi par l'art. 3 du Code du » brum. an 4, que des peines prononcées par une loi qui tut fût antérieure, et qui n'eût pas cessé d'exister -Qu'en appliquant au fait de cette contravention dont a été convaincu Brivardy, les peines prononcées par l'art. 3, tit. 26 de l'ordonnance de 1669 et l'arrêt du conseil du 1er mars 1757, la Cour de justice criminelle de Saône-et-Loire a fait revivre une disposition pénale abrogée, et par la empiété sur le pouvoir législatif, et commis un excès de pouvoir; qu'elle a aussi violé l'art. 3, tit 1"" du Code du 3 brum. an 4 ;– Casse, etc. ", 8 sept 1809.,Sect. crim.
150,109," – Attendu que la signification en la Cour a pu être et a en effet été donnée a la requête du maire de la commune d'Odratzheim, sans aucune dénomination individuelle et qu'ainsi elle doit, par cela seul, être réputée donnée à la requête du fonctionnaire remplissant à cette époque les fonctions de maire pendant la suspension du sieur Joeger; que la loi qui autorise les communes à plaider par l'organe de leur maire n'exige pas l'indication spéciale des nom et domicile de ce fonctionnaire qu'ainsi l'assignation dont il s'agit ne présente aucune violation de l'art. 61 du Code de rocédure;– Rejette le moyen de nullité; Vu les divers articles de la loi du 10 juin 1793, sur le partage des biens communaux et l'avis du conseil d'Etat du 20 juill. 1807, approuvé par Sa Majesté l'empereur et roi, déclaratif du sens de cette loi par rapport au partage desdits biens entre plusieurs communes ou plusieurs sections de la même commune;– Attendu qu'aux termesdeladite loi, interprétée par ledit avis duconseil d'Etat, ces sortes de partages doivent être faits par feux et sansaucun égard la plusou moins grande étendue de territoire;– Attendu qu'étant reconnu, en fait, par l'arrêt attaqué, que la population est à peu près égale dans les deux communes d'Odratzhelm et de Kirscheim, cet arrêt n'a pu, sans contrevenir à la loi, prendre pour base l'inégale étendue de leur ban et d'autres circonstances également étrangères au nombre respectif des feux, seule base établie par la loi ;-Casse, etc. ", 12 sept. 1809.,Sect. civ. 
151,111," –Vu les art. 972 et 1001 du Code cit.; – Considérant qu'il ne résulte pas du testament en question, que lecture en a eu' donnée a la testatrice en présence des témoins, notamment de la disposition par laquelle celle-ci légue aux pauvres de la commune de Cros, une certaine quantité de blé de seigle; qu'ainsi, en déclarant Valable ledit testament, la Cour d'appel de Riom S fait une fausse application de l'art. 972 du Code civ., et par suite violé la disposition de l'art. 1001; -Casse. ", 13 sept. 1809. , Sect. civ. 
152,111," -Vulesart. 88 delà loi du 27 vent. an 8; 20, 156, 159 et 470 du Code de proc. civ.: 64» et 643 du Code de comm.; – Et attendu quece Code sépare très distinctement la manière de procéder dans les j justices de paix dela manière de procède! dans les tribunaux d'arrondissement qu'il s'occupe exclusivement de la première dans son livre 1er, et de la deuxième au livre 2 Que c'était donc dans le livre 1er et dans le tit. 3, art. 20 de ce livre 1' que le tribunal de l'arrondisse ment de Montdidier devait chercher et puiser la solution de la question qui lui était soumise, dérivant d'un jugement par défaut émané de la justice de paix du canton de Roye; -Qu'en prenant pour motif et pour base du jugement qu'il a rendu, l'art. 156 du même Code, qui n'est relatif qu'aux jugemens par défaut rendus par les tribunaux d'arrondissement, le tribunal de Montdidier a tout à la fois faussement appliqué cet art. 156 et formellement violé l'art. 20, en réputant non avenu, faute d'exécution dans les six mois, le jugement par défaut duquel il s'agissait, rendu par le juge de paix de Roye; Et que, cette sorte de péremption pénale n'ayant pas été prononcée par la loi contre les jugemens par dé- faut des justices de paix, bien qu'elle se soit ex- plicitemeut occupée, et de ces jugemens, et de l'opposition dont ils sont susceptibles, et du délai et de la forme de ces oppositions, le tribunal de Monldidicr n'a pu la prononcer et l'appliquer ans aj outer à la loi Attendu que la disposition de l'art. 156, loin d'être générale et commune à tous les jugement par défaut, de quelque tribunal qu'ils émanent, est purement spéciale aux jugement par défaut rendus par les tribunaux inférieurs; – Que cela est si vrai, qu'elle n'est placée que dans le livre 2 du Code, et non dans le livre 1"", relatif aux justices de paix et que, quand ta volonté du législateur a été d'étendre et de proroger cette dis- 
poiition, il l'a expressément et positivement manifestée: ainsi, pour les Cours d'appel, il a dit, art. 470 du Code: « Les autres regles établies pour les tribunaux inférieurs seront observées dans les tribunaux d'appel; » ainsi, pour les tribunaux de commerce, il a dit, art. 643 du Code de commerce: «Néanmoins les art. 156, 158 et 159 du Code de proc. av., relatifs aux jugemens par défaut rendus par les tribunaux inférieurs, seront applicables aux jugemens par défaut renI dus par les tribunaux de commerce » d'où il suit nécessairement que, n'ayant pas énoncé la même intention d'étendre la disposition de l'art. 156 aux jugemens pardefaut rendus en justice de paix, le législateur a voulu se temr et s'est tenu, a l'égard de ceux-ci, a ce qu'il avait statué et prescrit par le tit. 3 du liv. 1"";– Attendu qu'il n'est pas dans l'attnbution des juges de s'ingérer des motifs de cette différence; qu'il suffit que la loi l'ait établie pour que le tribunal de l'arrondissement de Montdidier n'ait pas pu, en confondant des dispositions spéciales, distinctes et séparées, appliquer aux jugemens par défaut de justice de paix ce que la loi n'a «atué qu'au regard des jugemens par défaut des tribunaux inférlcurs, tribunaux de commerce et Cours d'appel –Casse, etc. 
", 13 sept. 1809.,Sect. civ. 
154,112,"-Vu l'art. 150 du Code des délits et des peines, et 19,11t. 2 de la loi du 22 juill. 1791, et 162 du Code des délits et des peines;–Considérant que le sieur Colson, maire de la commune de Yalland, a fait citer, par exploit du 3 août 1809, le sieur Malvernat devant le tribunal de police du canton de Méry-sur-Seme -Que cette citation a eu pour objet de faire condamner à 50 fr. de dommages-intérêts le sieur Malvernat, comme ayant publiquement injurié et calomnié le sieur Colson à la suite d'une rixe qui avait eu heu entre ledit Malvernat et un colporteur du bulletin de l'armée; -Que le sieur Colson a demandé en outre, dans cette citation, qu'il fùt fait défense audit Mal\ernat de l'injurier a t'avenir en sa qualité de maire, et que l'affiche du jugement a intervenir fùt ordonnée jusqu à concurrence de cent exemplaires avec dépens Considérant que ledit sieur Malvernat a reconnu, lors de sacomparution, qu'il avait eu une rue avec un colporteur du bulletin de l'armée, et qu'il avait tenu quelques propos indiscrets contre ledit sieur Colson, au moment où le colporteur avait réclamé la présence dudit sieur Colson, en sadtte qualité de maire – Considérant que, tant d'après la nature des faits énoncés dans la citation, que d'après les aveux de Malvernat lui-même, Il s'agissait d'une prévention d'outrages par paroles, faitsaun fonctionnaire public dans 1 exercice de ses fonctions Qu'en supposant une connexité indivisible entre ce délit et celui relatif a la rixe le délit le plus grave attirait le plus léger, qui rentrait, sous ce rapport, dans la compétence du tribunal correctionnel;– Qu'en supposant, au contraire, les deux délits distincts et séparés, le tribunal de police aurait du se borner a prononcer sur le délit relatifs la rixe, sans connaître du délit plus grave, qui était de la compétence exclusive du tribunal correctionnel; Que néanmoins le tribunal de police a retenu la connaissance de la plainte portée devant lui parle maire de Valland, et a condamné ledit sieur Malvernat à 3 fr. de réparations civiles et à 3 fr. d'amende et aux dépens; – Considérant que les juridictions sont de droit public – Qu'il est par conséquent indiffé- rent que les parties eussent reconnu la juridiction du tribunal de police ;– Que ce tribunal n'ea était pas moins tenu de se dessaisir de la connaissance de la plainte poilue par le maire de Valland, dès que cette plainte excédait évidemment, aux termes de la loi, les bornes de sveorapétence;– Ca»se dans l'intérêt de la loi, etc. ", 7 oct. 1809., Sect. crim.
155,114," Vu l'art. 1"", Ut. ter de la loi du 18 germ. an 10 organique du concordât Et considérant que l'arrêt de la Cour d appel de Bordeaux, conforme aux lois dans les motifs par lesquels il déclare Gabrielle Petit non recevable dîns son opposition au mariage dont Il s'agissait Mole néanmoins celle du 18 germ. an 10, en déclarant, d'après un bref non autorisé par le gouvernetnent Barthélémy Charonceuil incapable de contracter mariage avec toute autre femme que Gabrielle Petit ;-Casse, etc. ", 16 oct. 1809.,Sect. civ.
156,114,"– Vul'art. H de la loi du 11 brum. an 7; – Considérant que cet article maintient le droit de demander la distinction et la séparation des patrimoines, conformément aux lois antiennes, sans exiger des créanciers des personnes décédées, comme elle l'exige des précédens propriétaires, que leurs droits aient élé conservés selon les formes indiquées par la loi du ti brum. an 7; et qu'aiusi la Cour d'appel de Pau est contrevenue à cet article en jugeant que le défaut d'inscription dans les délais de grâce, avait fait perdre le droit de demander la distinction et la séparation des patrimoines; an tO suivant lequel « aucune bulle, bref, rescrit. decret, mandat, provision, signature servant de provision, ni autres expédions de la Cour de Rome. même ne concernant que les particulier» ne pourront être reçus, publies, imprimés, ni autrement mis à exécution, tans l'autorisation du gouvernement. » (4) V. conf., Cass. 22 janv. et 8 sept. 1806. Paris 1er niv. an 13, et la note sur ce dernier arrêt. 
Considérant que le jugement de première ins tance constate, que la demande de distinction et de séparation des patrimoines avait été formée au moins implicitement, en cause principale; que d'ailleurs cette demande a été plus amplement développée et précisée devant la Cour d'appel etqu'elle ne présentait point un nouveau chef de conclusions, mais un moyen de conserver la préférence a laquelle il a\ait eté conclu en cause principale, et que le tnbunal de première instante avait accordée; –Considérant enfin que les choses étaient entières quand a été formée la demande de distinction et de séparation de patrimoines, puisque celle-ci a ete faite, dans l'insiance a fin d'ordre et de distribution du prix de l'héritage dont Il s'agit; Casse, etc. 
", 17 oct. 1809., Sect civ.
157,115,"-Attendu, sur le premier moyen, Il que le jugement dénoncé s'est également conformé a l'art. 142 de l'ordonn. de 1629 et a l'art. 2281 du Code civil, en décidant que des fermages échus au 28 vent. an 7, étaient prescrits a défaut de poursuite et de demande, jusqu'au 9 fév. 1808: – 2° Qu'il n'a pas violé ces lois, en décidant que le fermier pouvait opposer la prescription de cinq ans, quoiqu'il fût devenu acquereur des biens affermés, Fordonn. de 1629 ne contenant pas d'ex- ception dans ce cas particulier, et la vente étant d'ailleurs étrangère aux fermages qui, dans l'espece,restaient dus au gouvernement, et que la régie des domaines avait seule le droit de réclamer Attendu, sur le second moyen, 1° que les contributions foncières qu'un fermier est tenu d'acquitter à la décharge du propriétaire forment une portion du prix de la ferme, ainsi qu'il résulte de l'art. 14 de la loi du 3 fnm. an 7, et conséquemment sont prescriptibles par le même laps de temps que le surplus des fermages; 2°Que,dans l'espèce, si les contubutions foncières de l'an 7 étaient réclamées contre le sieur Bodet, en sa qualité de propriétaire des biens, il 
tenir que la mention de l'écriture par le notaire devait être a la fin de l'acte, par le mottf que ce n'est qu'au moment ou le notaire Gnit d'écrire qu'il peut dire qu'il a ecrit; mais cette subtilité n'était pas d'origine nouvelle, car, ainsi que le fait observer M. 1 oullicr, on la tetrouve combattue par Ricard qui ecrivait au dix-septieme siècle. V. Traité det donations 1"" part., n° 1518. – K. aussi dans le sens de Parret ci-dessus, Cass. 8 juill. 183i(Vol. U34. 1.7541. Cet arret decide que la mention de l'écriture par le notaire resulle suffisamment de cette énonciation placée en tete du testament. dispositions que nous écrirons au fur eta a mesure qur le lesluieurnoui les DICTERA. 
", 18 oct. t809.,Sect. req.
158,116,"– Considérantquel'art.972du Code civil ne détermine point dans quelle partie du testament le notaire fera mention qu'il a écrit lui même le testament que tes énonciations et les dispositions qui le composent ne forment qu'un acte unique, quoique nécessairement exprimées successivement que les signatures apposées a la fin de cet acte, sont l'attestation que tout ce qui y est énoncé est véritable et que le tout a eu lieu ainsi qu'il est exprimé, et que conséquemment il n'est pas permis d'élever de doute sur l'assertion exprimée, que le notaire a écrit de sa main la minute du testament du4 therm. an 13; Que le notaire, en énonçant qu'il a donné lecture du testament en présence du testateur et des témoins, a satisfait au même article, qui veut que le testament soit lu au testateur en présence des témoins Considérant que l'importance de la succession et la qualité des défendeurs ne peuvent être une preuve que le testateur fût en démence; que jamais les défendeurs n'ont acquiescé au jugement qui a ordonné la preuve de prétendus faits de suggestion et de captation, et que s'ils ont offert eux-mêmes une preuve par témoins, ç'a éte uniquement pour la vériQcation de l'écriture et de la signature du testament olographe; 
Considérant que l'art. 1023 du Code civil n'est relatif qu'aux legs particuliers; que de ce que le legs particulier fait a un domestique ne se compense pas avec les gages qui lui sont dus, il ne s'ensuit nullement qu'il soit incapable de recevoirun legs universel, que leCode, art.902,n'admet d'incapacité que celles qu'il declare, et qu'il n'en prononce aucune contre les domestiques Considérant enfin que suivant l'art. 1003 du Code, le legs universel est la disposition testamentaire par laquelle le testateur donne à une ou plusieurs personnes l'univeisalité des biens qu'il laissera à son décès; que suivant l'art. 1006, le légataire universel est saisi de plein droit, sans être tenu de demander la délivrance que le testateur a donné l'universalité de ses biens aux trois défendeurs; que dès lors ils ont été légataires universels, et que la Cour d'appel de Caen s'est conformée a la loi, en les maintenant dans la propriété et possession des biens héréditaires –Rejette, etc. 
", 18 oct. 1809., Sect. civ.
160,120,"-Vu l'art. 27 de la loi du 22 frim. an 7;-Attendu que la loi impose d'une manière absolue l'obligation de fournir une déclaration détaillée; que le jugement attaqué, loin de soumettre le défendeur a l'obligation de faire cette déclaration, lui donne, au contraire, l'option et la faculté de ne la pas faire, s'il veut paver une somme de 400 fr., ce qui est une contravention à la loi, e* contravention d'autant plus prejudiciable au fisc, que le jugement ne ieserve pas a la régie, ainsi qu'elle y avait implicitement conclu, le droit de décerner une nouvelle contrainte en augmentation de la première, seul moyen qu'elle ait d'obtenir du contribuable le paiement de tout ce qu'il doit ;-Casse, etc. ", 30 oct. 1809.,Sect.civ.
161,120,"– Attendu qu'en préjugeant, sous le rapport de la simulation, que si les héritiers sont remplis de leur icserve légale, Us sont sans action pour quereller les actes qu'ils supposent entaches de cette simulation, la Cour d'appel d'Agen n'a violé aucune loi parce que la simulation simple, lorsqu'elle n'est pratiquée ni pour éluder une incapacité établie par la loi, ni pour ", 31 oct. 1809.,Sect. civ.
164,121," Considérant que le compromis dont Il s'agit au-procès, avait fixé a un délai de quatre mois la durée du pouvoir et de la juridiction des arbitres, et que ce délai était expiré au 2ljuin 1808; Attendu qu'il ne pouvaitêtre .enu aucun compte de la prorogation ordonnée par un seul arbitre, lorsque, d'après les conventions des parties, le concours des trois arbitres était nécessaire pour toute décision arbitrale; Considérant que les arbitres Huguenin et Vaiesque, nommés en remplacement par le jugement du ti ibunal de commerce, du 10 janv. 1808, déclarerent se déporter le 20 du même mots de juin, et que, n'ayant point été remplacés, il s'ensuivait qu'au 25 juin, jour auquel Capelin fit assigner de nouveau Perret devant le tribunal de commerce, pour une deuxième nomination d'arbm es en remplacement, la juridiction arbitrale avait entièrement cessé, et n'aurait pu se renouveler sans le consentement unanime des parties, puisque le délai de quatre mois était expire le ̃2i juin; mais surtout cette juridiction aurait cose d'exister, sans nulle difficulté, le 29 du même mois de juin, jour de l'acte d'appel émis par les mariés Perret par-devant la Cour de L) on; Considérant que te tribunal des arbitres ayant cesse d'exister, et a\ec lui tous les attributs de sa juridiction, avant que la Cour d'appel eût été saisie de Id contestation, cette Cour d'appel devenait, par le fait, et nécessairement, le seul tribunal compétent pour juger toutes les difficultés occessonesâla question décidée par le tribunal de commerce, dont le jugement lui était déféré par la voie d'un appel régulier; que, par conséquent, on ne peut reprocher a l'anèt rendu dans ces circonstances, ni usurpation de pouvoirs, ni incompétence; d'où il suitque les différens textes du Lode de procédure civile invoques par le demandeur ne sont aucunement applicables à l'espèce;– Rejette, etc. ", 6 nov. 1809. , Sect. av.
166,122," -Attendu que le Code civ il, par ses art. 2121 et 2135, a dispensé la femme de toute inscription hypothécaire, et lui a accordé une hypothèque légale sur les biens de son mari; que cette loi ayant résené les droits de tous le. créancier» inscrits avant sa publication, elle n'a donné aucun effet rétroactif a l'hypothèque légale qu'elle a accordée a la femme, et que la Cour d'appel de Doua s'est parfaitement conformée à la loi en n'accordant <i la dame de Lahaie que le droit de précéder les créanciers non inscrits avant la publication de la loi du 28 vent an 11, d'où il suit que cette Cour n'a pas uolé l'art, i du Code civil, et qu'elle s'est parfaitement conformée aux art. 2121 et 2135 de ce même Code; -Rejette, etc. ", 8 nov. 1809. , Sect. civ.
167,122," Considérant que c'est un principe déjà plusieurs fois consacré par ses arrêts, que l'ordonnance par laquelle un directeur du jury traduit un prévenu devant un tribunal correctionnel, quand même elle serait conforme aux conclusions du substitut, ne lie pas le tribunal de manière à l'empêcher de se déclarer incompétent, soit qu'il reconnaisse que le délit est de nature à mériter une peine afflictive etinfamanle, soit qu'il le regarde comme ne devant entrainer qu'une peine de simple police; d'ou Il suit que, dans l'espèce, le tribunal de police correctionnelle de l'arrondissement de Colmar, se croyant Incompétent pour connaître du délit qui lui était soumis, devait déclarer et prononcer son incompétence, et non pas dénoncei l'ordonnance du directeur du jury a la Courde justice criminelle pour être statué a cet égard ce que de droit; Que cette dénonciation n'ajaut pu saisir légalement la Cour de justice cnmmelle, il en est résulté un ventable conflit négatif, et qu'il est nécessaire de pourvoir à ce que le cours de la justice ne reste pas plus longtemps suspendu Annuité le jugement rendu, le 2 avr. 1809, par le tribunal de police correctionnelle de l'arrondissement de Colmar, en tant qu'il a dénoncé a la Cour de justice criminelle du département du Haut-Rhin l'ordonnance du directeur du jury de l'arrodissement de Colmar, du 21 mars 1808, et renvoie la procédure et le prévenu devant le tribunal de l'arrondissement d'Altkirch, etc. ", 8 nov. 1809., Sect. rcq.
168,123,"– Attendu, sur le premier moyen, (que, dans la supposition ou l'action intentée par Iles héritiers de Jean Brunet contre le tuteur de ijjoséphine serait une véritable action en désaveu de paternité, telle qu'elle est spécifiée dans l'art. 311 du Code civil, le délai d'un mots, dans lequel elle aurait dû être introduite, aux termes de l'art. 318, même Code, aurait eté prorogé par la citation légale au bureau de conciliation, dtrigée par lesdits héritiers contre ledit tuteur d'où Il suit que la fin de non-recevoir résultant de la prescription opposée par celui-ci contre l'exercice de ladite action, après le délai d'un mois, ne pouvait être admise, et qu'en la rejetant, la Cour d'appel de Pottters n'a pu violer aucune loi; Attendu, sur le second moyen, qu'en rejetant également l'acte reçu par un notaire le 15 mars 1806 par lequel Catherine Bouyer, mere de ladite Joséphine déclare qu'elle est fille légitime de Jean Brunet, par la raison qu'elle est née constant le mariage avec celui-ci, ladite Cour n'a pu contrevenir a la maxime Is pater est quem nuptiw demonslrant, dont la jurisprudence des anciens tribunaux avait toujours fort sagement subordonné l'application a la nature des faits et des circonstances caractéristiques des différente' especes qui se présentaient à juger; et bien que la loi du 19 flor. an 2 ait été rendue dans l'esprit de cette maxime, elle doit avoir été entendue comme elle l'a toujours été, Oansle sens suivant lequel elle maintient toutes Jes exceptions que l'ancienne jurisprudence avait [admises, puisqu'elle ne les abroge par aucune de se? dispositions; d'où suit encore qu'en décidant. d'après les faits et les circonstances du procès, que ladite Joséphme ne pouvait être la (l'Ile légitime dudit Jean Brunet ladite Cour n'a 'jin contrevenir m à ladite maxime ni à ladite loi du 19 flor. an 2;-Qu'elle n'aurait de même pu contrevenir davantage aux lois nouvelles, quand même elles auraient pu et dû senir de base à sa décision puisque, Joséphine ayant été inscrite sur li registre de naissance --omme née de père et de mère inconnus; n'ayant d'ailleursjamaiseula possession d'étatde fille légitime de Jean Brunet, ayant été au contraire constamment élevée dans le domicile, sous les yeuxetcomme fille de Joseph ,Brudieu, dont elle portait le nom, la Cour d'appel de Poitiers aurait pu, sansuolerl'art.323du Code ci vil, admettre ou rejeter son gré la preuve des faits articulés par ledit Brudieu, sous sa qualité de tuteur, et i\er d autant plu» de raison que l'art. 325 lui donnait à cet égard, la latitude de déclarer que ladite Joséphine, quoique fille de ladite Catherine Bouyer, n'était pas fille de Jean Brunet, son premier mari;– Rejette, etc. ", 9 nov. 1809., Sect req. 
170,123,"-Vu les dwers articlesdu litre 25, liv. 2 du Code de procédure, concernant la récusation des juges ;– Ut attendu qu'il résulte de la combinaison de ces articles que le juge récusé n'est pas même réputé partie dans la procédure qui a lieu sur la récusation; que, d'un côté, le même Code, au titre 3, livre 4, règle et détermine les seuls cas où un juge peut être pris à partie, cas au nombre desquels ne se trouve pas la résistance même du juge a la demande en récusation formée contre lui;– Que, dans l'espèce, aucune prise a partie n'a été autorisée ni même demandée contre le sieur Héreau; qu'il ne lesulte d'aucun acte de la procédure, qu'il se soit rendu lui-même partie dans l'action intentec contre tut par le sieur Alix; – Qu'il suit de Id qu'en condamnant le sieur Hereau aux dépen» de l'instance mtroduite par le sieur Alix, la Cour d'appel de Bourgesacommis un excès de pouvoir et fait une fausse application de l'art. 130 du Code de procédure;– Casse, etc. ", 13 nov. 1809.,Sect. civ.
171,124,"-Vu l'art. 12 de la loi du 22 frim. n'est pas signifié, est réputé non avenu ne fait 8B7;– Considérant que de l'acte du 32 sept. 1806, pas de griefs a la partie condamnée: donc tant produit par le défendeur, il résulte qu'il avait qu'il n'y a pas de signification, point de prescripacquis les immeubles dont il s'agit, non sous tion à opposer des délais de l'appel. •– Les juges une condition suspensive, mais, au contraire, d'appel ont créé une exception à cette règle consous une condition simplement résolutive en cas sacrée par les art. 12 et 17 de l'ordonnance de de non-paiement du prit dans le délai qui y a été 1667 ils ont fait courir les délais de 1 appel énoncé et que c'est a titre de propriétaire qu'il même avant la signification du jugement, au cas a joui desdits immeubles, comme le confirment où le droit conféré par le jugement aurait été les inscriptions de son nom sur le lôle de la con- acquis depuisle jugement et avant l'acte d'appel tnbution foncière et les paiemens qu'il en a par le seul laps de temps; en cela ces juges ont faits; Attendu qu'il s'ensuit que le jugement excédé leurs pouvoirs et violé la loi qui ne fait dénoncé, en relaxant le défendeur des demandes aucune distinction mexceplion. Il fallait d'abord de la régie de l'enregistrement, a contrevenu a recevoir l'appel, sauf, apres l'avoir reçu, a statuer, l'art. 12 ci-dessus cité de la loi du 22 frim. an 7 ainsi que de droit, sur toutes les exceptions pro-Casse, etc. posées par le défendeur. ", 14 nov. 1809., Sect. eiv.
174,126,"-Attendu que fart. il de la loi du 87thcrm. an 6, n'aassujetu les acquéreurs à acquitter le capital et les intérêts du douaire sans réduction, que dans le cas seul où, dans l'acte de la vente, ils se seraient soumis, c'est-a-dire personnellement obligés au paiement de ce douaire; – Attendu que, dans l'espèce de la cauce, la Cour d'appel a décidé et pu décider en po'int de fait que l'acte de vente du 10 mai 1792 ne contenait ni délégation ou indication de paiement, ni obligation personnelle d'acquitter sans réduction le douaire dont Il s'agit; Attendaqu'aux termes de l'art. 2 de la loi du 16 niv.an6, il y avait dansl'espècelieuaréduction, parce que l'acquéreur n'avait pas déclaré dans les délais fixés qu'il préférait s'en tenir aux clauses du contrat – Rejette, etc. ", 22 nov. 1809., Sect. civ.
175,126,"LA COUR; -Attendu que la Cour d'appel a reconnu que, depuis l'opposition formée par le demandeur a l'arrêt par défaut, le mémoire dont s'agit, quoique déjaconnu du public, avait été distribué; que les sieurs Froissard et Mjgnj avaient, depuis cette opposition, demandé la suppression du mémoire; que le procureur général près cette Cour avait aussi requis la suppression du mémoire et le sieur Magny avait de plus, conclu a une condamnation de 20,000 fr. de dommages et intérêts -Qu'en prononçant, dans ces circonstances, la suppression du mémoire, la Cour d'appel s'est conformée à l'art. 1036 du Code de procéd. civile; et qu'en condamnant le demandeur à 3,000 fr. de dommages et intérêts, cette Cour a statué sur un accessoire de la cause principale, qui tenait essentiellement à la défense des sieurs Froissard et Magny, et sur un préjudice a eux causé pendant l'appel;-Rejette, etc. ", 22 nov. 1809.,Sect. req.
176,126," – Attendu que la décl. du 22 septemb. 1733 n'est relative qu'aux seuls billets sous signature privée au porteur, à ordre ou autrement, causés pour valeur en argent; Rejette, etc. ", 23 nov. 1809., Secl. req.
