,page,arrêt,date,juridiction
10,17," —Attendu que de la disposition des lois des 5 nov. 1790, 27 mars 1791 et 14 frim. an 2, il résulte que , relativement aux actions exercées pourou contre l'intérêt national, la république, représentée d'abord par les procureurs généraux syndics des administrations départementales, le fut ensuite par les présidens des mêmes administrations; mais que, dans aucun temps, les agens nationaux de district n'ont reçu de la loi ce caractère; que par conséquent, l'agent national du district de Troyes n'ayant pu représenter valablement la république, lors du jugement arbitral dont il s'agit, toute la procédure faite avec cet agent, ainsi que le jugement qui en a été le résultat, sont nécessairement nuls, comme faits en contravention aux lois précitées; ;—Donne défaut, contre la commune de Payeur, non com- (I) conf, Cass. 28 brum. an 9, et la note ; 10 oct. 1822. — Ce n'est là qu'une application de celle règle générale qu'il n'y a point de complices sans un fait principal à l'exécution duquel ils se rattachent. Or, dans l'espèce, l'amnistie effaçant le crime de désertion, ne pouvait laisser de complices de ce crime. (Théorie du Code pén., t. 2, p. 117.)— V. aussi Merlin, Quest. de droit, v° Amnistie.—Il en serait autrement si, à côté du fait amnistié se présentait un crime distinct, et 
qui ne serait pas un acte de complicité de ce fait: par exemple, si un crime de corruption était imputé à des gendarmes, dans l'intérêt même de la désertion. F. Cass. 10 mai 1811. * 
parante; et pour le profit, casse et annulle le jugement arbitral rendu le 22 prair. an 2, entre la commune de Payeur et l'agent national du district de Troyes, etc. 
", 9 janv. 1809.,Sect. civ.
11,18," —Attendu que la loi autorise la prorogation de juridiction d'un juge de paix, lorsque, comme dans l'espèce, les deux parties comparaissent devant lui et lui demandent jugement. sur un objet qui ne sort de sa compétence que par le degré de valeur de cet objet;—Rejette, etc. ", 10 janv. 1809.,Sect. civ. 
12,18,"-Vu l'art. 40 de la loi du 22 frim an 7 —Attendu que la nullité prononcée par cet article est générale, et sans exception ni réserve d'un effet quelconque dans l'intérêt privé des parties, et qu'il n est pas permis aux juges de distinguer là ou la loi ne distingue pas;—Que la loi a voulu empêcher les vendeurs de dissimuler, dans les actes publics, le véritable prix des ventes, en les privant de toute action en paiement de la partie du prix qui n'est pas portée dans le contrai; —Que ce serait contrarier l'esprit et la lettre de cette loi, quede supposer qu'après que la contre- lettre a été déclarée nulle et de nul effet, l'obligation naturelle et civile de celui qui l'a souscrite substite encore, et qu'on peut en chercher la preuve dans les aveux de la partie; — Que les aveux de l'acquéreur ne peuvent pas avoir plus de force que la contre lettre qu'il a souscrite, et qu'ils laissent subsister la dissimulation du prix, que la loi a vou'u punir ;—Casse, etc. 
", 10 janv. 1809 ,Sect. civ 
13,18,"—Vu l'art. 473 du Code de proc. ; —Considérant qu'il a été reconnu et déclaré en fait par le jugement dénoncé, que Saint-Arroman s'était obligé à garantir Lasus-Comon de la voie de fait qui a donné lieu à l'action en réintégrande dirigée contre Lassus. ce qui a suffi pour autoriser le Tribunal de Saint-Gaudens, tant à infirmer la disposition par laquelle le juge de paix du canton de Montrejeau s'était déclaré incompétent pour prononcer sur la demande en garantie formée par Lassus contre Saint-Arroman, qu'à adjuger de suite celle garantie;—Rejette, etc. , 
", 11 janv. 1809 ,Sect. req. 
15,20,"—Attendu, en fait, que, de l'aveu même des demandeurs en cassation, la prestation dont il s'agit est qualifiée dime;—Et attendu, en droit, que toute dîme, si elle n'est foncière de sa nature, est supprimée par la législation actuelle; d'où il suit que c'est a celui qui réclame une prestation qualifiée dime, à prouver qu'elle est foncière;—Rejette, etc. ", 17 janv. 1809.,Sect. req.
16,20,"—Considérant qu'en soi le compromis ne devait être annulé, ni pour incapacité absolue du sieur Jean-Baptiste Lainé, prêtre amnistié, ni sous le prétexte que le sieur Lainé neveu n'avait aucun motif de soumettre à des arbitres la demande du prêtre Lainé en envoi en possession des biens qu'il possédait avant d'être inscrit sur la liste des émigrés; ni sur le fondement que le sieur Lainé neveu aurait signé le compromis par ignorance des lois de la matière, et par une erreur qui, tombant sur la propriété des biens qui était remise en question parle compromis, portait sur la substance même de l'objet de cet acte;— Pour incapacité absolue: 1° parce que, d'après l'art. 15 du sénatus-consulte du 6 flor. an 10, qui porte : « Les individus soumis a la surveillance du gouvernement jouiront au surplus de tous leur droits de citoyens,» l'abbé Lainé, rentré en vertu de l'amnistie accordée par l'art. 1er du sénatus-consulte, avait prêté le serment de fidélité prescrit par l'art. 4 de cette même loi, et se trouvait par suite sous la surveillance légale du gouvernement, avant le 21 vend. an 11, date du compromis; parce que, encore qu'alors le certificat d'amnistie ne fùt pas délivré a l'abbé Lainé, rien ne s'opposaità ce que le sieur Lainé, son neveu, renonçant aux conséquences purement relatives a lui, et prétendues résultantes du retard de délivrance de ce certificat par les ministres de la police et de la justice, ne remit en question la propriété des biens à lui redeman- dés ; 
Pour défaut prétendu de motifs : parce que la délicatesse et le respect pour l'opinion publique étaient, abstraction faite de toute autre considération qui a pu mouvoir le sieur Lainé neveu, des motifs suffisans pour le déterminer à signer le compromis;-Par ignorance des lois de la matière : parce que nul n'est recevable à se faire un moyen de ce qu'il a, quoique majeur et jouissant de la plénitude de ses droits, ignoré les avantages dont la lui l'autorisait a jouir; — Par une erreur qui tombait sur la substance même de la chose qui était l'objet du compromis : parce que l'erreur dont partent les art. 1109 et 1110 du Code civ., invoqués par le sieur Lainé, n'est que l'erreur de fait, et que ce n'est point d'une erreur de fait qu'il prétend exciper;—Rejette, etc. 
", 17 janv. 1809.,Sect. req.
17,20," — Attendu que , d'après les lois des 17 niv. et 23 vent. an 2, qui ont conservé les effets des stipulations de retour et ceux du retour legal, et d'après les différences qui existent entre les droits de réversibilité conventionnels ou légaux et les substitutions, on ne peut appliquer au droit de retour l'abolition prononcée par les lois des 25 oct. et 14 nov. 1792;—Rejette, etc. ", 17 jauv. 1809.,Sect. req.
18,20," — Vu l'art. 972 du Code civil; — Attendu que cet article, en exigeant que le testament soit dicté par le testateur et écrit par le notaire tel qu'il est dicté, ne prescrit point que la rédaction en soit faite plutôt à la premièrequ'à \ la troisième personne ; qu'il résulte de l'arrêt dénoncé que c'est parce que le notaire qui a reçu le testament dont il s'agit, l'a fait à la troisième personne, que cet arrêt en a induit que ledit testament n'aurait pas été écrit tel qu'il avait été dicté, et que, sur ce motif, le Cour d'appel l'a délaré nul; — Que le testament annulé porte que le notaire l'a écrit mot à moi, à la dictée de la testatrice, ce qui remplit ie vœu précité du Code civil D'où il suit qu'en ie déclarant nul, l'arrêt dénoncé a contrevenu audit article, et commis un excès de pouvoir;—Casse, etc. ", 18 janv. 1809. , Sect. civ. 
20,21,"— Vu l'art. 6 du décret impér. du 5 niai 1800 ; —Considérant qu'il est établi par le procès-verbal des préposés de la régie, du 11 avril 1808, que Beaupin, marchand en gros de boissons, avait reçu et introduit dans sa maison huit pieces d'eau-de-vie contenant en totalité dix-neuf hectolitres douze litres;—Qu'il est également établi que Beaupin a été dans l'impossibilité de représenter aux préposés le congé impérieusement prescrit pour régulariser l'enlèvement et le transport des boissons;—Que Beaupin s'est étayé d'un acquit-a-caution délivré au bureau de Chinon, département d'Indre-etLoire, le 14 mars 1808, au nommé Nichaud, commissionnaire , de qui il a prétendu avoir acheté l'eau-de-vie dont il s'agit, quitte de tout droit à l'enlèvement ; 
Considérant que l'objet des acquits-à-caution est essentiellement différent de celui des congés; —Que l'expédition des acquits-à-caution fait présupposer que les droits n'ont pas été payés, puisqu'on ne délivre les acquits a-caution que pour les boissons adressées à des commissionnaires , et non pour celles adressées à des marchands en gros qui ne peuvent cumuler les deux qualités; —Que le paiement dès droits de vente ne peut être établi que par la représentation des congés; —Que, si le remplacement des congés par les acquits-à-caution était admis, il serait aisé au vendeur, de concert avec l'acheteur, de frauder les droits à l'aide de doubles expéditions;—Que tout inconvénient cesse au contraire, lorsque, d'après le vœu de la loi, les congés accompagnent les boissons; 
Considérant enfin qu'il ne peut être suppléé à la non représentation des congés, par de prélendus certificats donnés postérieurement aux époques auxquelles les contraventions ontété constatées;—Que par conséquent la Cour ,dont l'arrêt est attaqué, en acquittant Beaupin, sur le fondement dudit acquit-à-caution, a violé l'art. 6 du décret impér. du 5 mai 1806, qui prescrit impérieusement la représentation des congés; — Casse et annuité l'arrêt rendu, au profit dudit Beaupin, le 27 mai 1808, par la Cour de justice criminelle du département du Morbihan, etc. 
", 19 janv. 1809., Sect. crim. 
21,21," — Attendu que, dans l'espèce, le titre constitutif de la redevance ne présente aucune ambiguïté; —Qu'il en résulte évidemment que les bailleurs à rente n'étaient pas seigneurs; qu'il y est même formellement déclaré qu'ils ne l'étaient pas ; que toutes les stipulations féoda- les, contenues dans l'acte du 5 mars 1786, étaient subordonnées à l'événement d'une érection future en fief, érection qui n'a jamais eu lieu;Qu'au défaut de cette érection éventuelle, la rente stipulée est nécessairement restée roturière et foncière; et qu'en le jugeant ainsi, le tribunal civil de Valogne n'est contrevenu ni aux lois des 17 juill., 2 oct 1793, et 7 vent. an 2, ni aux avis du conseil d'Etat, approuvés par l'empereur, des 30 pluv. an 11, 13 mess. an 13 et 23 avr. 1807; —Rejette, etc. ", 19 janv. 1809. , Sect. req. 
22,22," — Vu !e décret du 28 flor. an 13; — Considérant qu'il résulte de ce décret qu'en 
matière rie contraventions à la loi du t9 brum. an 6, relative a la garantie des matières d'or et d'a rge nt, les procès-verbaux peinent être dressés par le préposé de la régie des droits réunis, sans l'assistance des employés des bureaux de garantie : et qu'en cela il a été dérogé à l'art. 101 de ladite loi de bru m. an 6 ;-Qu'il résulte égale ment du même décret que. pour la validité desdits procès-ve r baux, les préposés de la régie ne doivent remplir d'autres formalités que celles prescrites parla même loi de brum. an 6 ; et que cette loi n'exigeant pas que les procès-verbaux soient affirmes, il s'ensuit qu'ils ne sont pas soumis à cette formalité ; — Que néanmoins, dans l'espèce, la Cour de justice criminelle du département des Deux-Nèthes a déclaré, nul le procès-verbal de saisie du -2 4 nov. 1806 , parce que ledit procèsverbal n'avait pas éLé soumis a l'affirmation; qu'ainsi ladite Cour a manifestement v iolé ledit décret du 28 flor. an 13:—Considérant que l'arrêt attaqué ne saurait d'ailleurs être justifié par la déclaration de faits que rien ne constate, que le prévenu Van Rooy ait fabriqué du doublé ou du plaqué, puisque la Cour de justice criminelle qui a rendu ledit arrêt, ayant mal à propos déclaré nul le procès-verbal de saisie, s'est faussement crue autorisée à mettre à l'écart plusieurs faits qui y étaient rapportés . et qui tous tendaient a amener la conviction du prévenu; et qu'ainsi il n'a pas été donné à ce procès-verbal la foi qui lui était due d'après la loi; — Casse, etc. 
", 26 janv. 1809.,Sect. crim.
23,23,"LA COUR ;—Vu l'art. 456 du Code du 3 brum. an 4;—Et attendu que la signature apposée au pied de l'acte qui fait le sujet de la prévention, n'est pas déniée, qu'elle n'est point arguée de faux: que la prévention ne porte que sur une substitution , contre l'intention de Fouqueré, d'une vente qu'il ne prétendait pas faire, à une procuration qu'il voulait donner, sur une signature par lui liv rée en blanc seing, sans nécessité et volontairement;—Attendu que cette substitution, en la supposant réelle, n'ayant pas eu lieu dans un acte authentique, ni par le fait d'un officier public, chargé par la loi de recevoir et de constater les conventions particulières, mais par des individus sans caractère public, sur un blanc seing librement et imprudemment donné par l'effet d'une confiance indiscrète, cette substitution, qui n'a pas le caractère matériel du faux, ne saurait non plus en avoir le caractère moral ;—Que les crimes qui attentent à la propriété se composent en effet, non-seulement du préjudice qu'ils causent et de l'intention qui les produit, mais encore de la difficulté de s'en garantir; qu'ainsi, dans la combinaison du Code pénal et des lois correctionnelles, les vols prennent le caractère de crime ou ne constituent que de simples délits correctionnels, suivant qu'il a été plus ou moins difficile de les prévenir ou de s'en mettre à l'abri;—Que les lois conservatrices de l'ordre social ont voulu arrêter ou réprimer, par l'effroi de la peine, les atteintes portées a la propriété, avec violence ou par l'abus d'une confiance nécessaire; mais que leur protection se restreint lorsque ces atteintes ont pu être inspirées et déterminées par une impru- dence grave ou une confiance aveugle;—Que celui qui, volontairement, donne un blanc seing dont on abuse pour le remplir d'une manière contraire à ses intentions, est dans le même cas que celui qui signe indiscrètement, et sans le lire, un acte privé qu'il n'a point écrit;—Que, daiis un cas comme dans l'autre, l'imprudent qui a provoqué ou du moins fait réussir une supposition d'acte, que la prévoyance la plus ordinaire aurait prévenue, ôte à cette supposition d'acte le caractère moral qui constitue le faux prévu par les art. 41 et 12, sect. 2', titre 2 du Code pénal; d'où il résulte que la Cour de justice criminelle et spéciale du département de la Sarthe, en se déclarant compétente par l'arrêt qu'elle a rendu le 29 sept dernier, sur le vu de la procédure instruite contre Charles Lefrançois, Jacques Le françois, son fils, Pierre Jean Lefrançois, dit ","pont, et Pierre",René
24,24," — Vu l'art. 69, § 2, n° i, et §5, n° 1er de la loi du 22 frim. an 7 ;—Et attendu que cette loi soumet, par son art. 4, les ventes et cessions de biens meubles et immeubles au droit proportionnel qu'elle asseoit sur les valeurs; — Et que ce droit est fixé, par son art. 69, pour les entes et cessions de biens meubles, à 2 p. °/o, et pour celles de biens immeubles , à 4 p. %;— Attendu que, d'après une disposition aussi générale, ce droit ne pourrait, quant aux objets mobiliers, être soumis a un droit moindre, qu'autant qu'il existerait une disposition particulière qui formerait exception ;—Et que l'exception que prétend trouver le demandeur dans le n°4, § 2, de la loi du 22 frim, an 7, qui, dans lecas d'atermoiement entre un débiteur et ses créanciers, fixe effectivement à 50 c par 100 fr. le droit à percevoir, ne serait applicable qu'autant que l'opération sur laquelle la régie a perçu le droit en question serait précisément, dans les termes de cet article; — Attendu que cette disposition législative n'est relative qu'au cas où il s'agit de sommes à payer, parle débiteur en faillite a ses créanciers ;—Et que telle n'est pas la position où le contrat d'atermoiement a placé Perlet vis-àvis de ses créanciers , puisque ce n'est pas une somme de 20,000 fr. qu'il leur a payée , mais une cession d'objets mobiliers qu'il leur a faite, et moyennant laquelle ils lui ont faitremise pure et simple du surplus de leurs créances;—Attendu que s'agissant évidemment de la vente et cession de valeurs mobilières, c'était le cas d'appliquer à l'espèce la disposition du n° ter, § 5, art. 69 cidessus, qui autorisait la perception des 2 p. %, faite uar la régie sur la somme de 20,000 fr., 
moyennant laquelle ces valeurs avaient été aban- données par Perlet à ses créanciers ; — Et qu'en décidant, au contraire, qu'il n'était dû, pour raison de cet abandon, fait, à la vérité, dans ur. contrat d'atermoiement, que le droit de 50 c. pour 100 fr., et en ordonnant, en conséquence, la restitution jusqu'à concurrence de ce qui avait été payé il raison de 2 p %, le jugement attaqué a fait évidemment une fausse application du n° 4, g 2. art. 69, et, par suite, violé la disposition du même article, n"" 1er, §5; — Casse, etc. 
", 20 janv. 1809. ,Sect. civ.
25,24,"—Vu l'art. 51 de la loi du 22 frim. an 7;—Attendu que le jugement dénoncé, en décidant que Pierre Bories n'avait point encouru l'amende prononcée par ledit article, pour n'avoir présenté son répertoire au receveur de l'enregistrement de sa résidence que dans la seconde décade de janvier, a contrevenu formellement audit article, qui veut expressément que la présentation soit faite dans la première décade; — Donne défaut contre Pierre Bories; et pour le profit;—Casse, etc. ", 31 janv. 1808.,Sect. civ.
26,24," — Attendu que les art. 399 et 401 de la coutume de Normandie ne s'expliquant pas d'une manière positive sur la question proposée, la Cour d'appel de Caen a pu, sans les violer, adopter l'interprétation que la jurisprudence leur avait donnée ; et que, d'après cette jurisprudence, pour que l'enfant pût transmettre, à titre de succession, le droit au tiers coutumier à des héritiers collatéraux, il ne suffisait pas, dans la cidevant Normandie, qu'il eût renoncé à l'hérédité du père, mais qu'il fallait en outre qu'il eût, avant son décès, fait l'option du tiers coutumier; —Rejette, etc. ", 31 janv. 1809.,Sect. civ.
