id;page;arrêt;date;juridiction;lien;id
18550176;181;  Sur le premier moyen   Attendu qu'aux termes de l'art 455  Cod  comm   le juge commissaire peut ordonner que les scellés ne seront pas apposés  lorsqu'il estime que l'actif du failli peut être inventorié en un seul jour    Qu'il ne suffit pas que la prévision de ce magistrat ait été trompée par l'événement  alors qu'aucun fait de détournement n'est établi  pour entacher sa dispense d'irrégularité et moins encore d'une nullité qui n'est pas écrite dans la loi  Qu'on ne saurait placer l'observation de celte disposition sous la sanction des art  507 et 515  qui appartiennent l'un et l'autre à la sect  2  chap  6  lit  1er  liv  3  et ne se réfèrent pas aux premiers actes de la faillite régis par le chap  3  même titre   Sur le deuxième moyen     Attendu que les deux créances vérifiées et affirmées  et la troisième affirmée dans la séance du 10 août  l'ont été en présence de la masse des créanciers  'du syndic et du juge commissaissaire  du consentement de tous  que les demandeurs  présents à cette séance  ne pouvaient donc être reçus  nonobstant leur consentement  à critiquer celte vérification et cette affirmation tardives  que cette critique pourrait d'autant moins entraîner la nullité du concordat qu'indépendamment du concours de ces trois créances et de leurs possesseurs  le concordat réunissait les deux majorités en nombre et en sommes exigées par la loi   Sur le troisième moyen   Attendu que la suspension de la séance du 10 août  autorisée par le juge commissaire  sur la demande d'un créancier  pendant quelques minutes seulement  avant tout vote et toute délibération  afin de donner aux créanciers absents ou empêchés le moyen de se faire représenter  ne peut être assimilée à une double séance   Attendu  d'un autre côté  qu'on ne peut assimiler au traité rentrant dans la prohibition de l'art  597 la cession de sa créance consentie par un créancier à un autre créancier moyennant un prix débattu entre eux  sous l'unique prétexte que ce prix excède de 5 p  100 le dividende alloué par le concordat  puisqu'une pareille cession ne porte atteinte ni à l'intégralité de l'actif de la faillite  ni à la sincérité du vote émis par le créancier cessionnaire    Rejette  etc   ; 13 fév. 1855.;Ch. req.;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f181.image;18550176
18550177;182;LA COUR   Vu les art ' 2114  2123 et 2148  Cod Nap   Attendu  en fait  qu'il résulte dé l'arrêt attaqué que lé partagé des successions de Jacques et Antoine Chardeyroux et Catherine Roche ayant été provoqué  Catherine Chardeyroux  demanderesse  renonça auxdites Successions pour s'en tenir à là constitution dotale qui lui avait été faite par contrat de màriage  et que par jugement confirmé en appel  celle renonciation fût déclarée vala   ble  et qu'il fût ordonné que sa constitution dotale s'imputerait d'abord sur sa part d'enfant et ensuite sur la portion disponible    et qu'aux fins d'être procédé aux comptes que les parties pouvaient se devoir  à là formation de la masse générale  à la composition des lots  aux rapports et fournissements à faire  elles étaient renvoyées devant Me Subrange  notaire   Attendu  en droit  qu'il fie pouvait résulter dé ces dispositions une hypothèque judiciaire au préjudice de Catherine Chardeyroux  que lé renvoi devant notaire  dans les termes ci dessus  était une mesure purement préparatoire au partage  à l'effet de fixer la masse activé dé là succession  sur laquelle devait être calculée la quotité disponible afférente à là demanderesse   que ce renvoi préliminaire  nécessaire et d'instruction  qui peut émaner même dé l'ordonnance d'un juge comisssaire  aux termes de l'art  828  Cod  Nàp   n'emportait virtuellement aucune condamnation personnelle et directe à l'acquittement d'une obligation quelconque   que  conçue avec la formule générale et dubitative pour le cas où les parties pouvaient avoir des comptes à se rendre  cette disposition tendait seulement â fairereconnaître qui des cohéritiers devaient rendre compte  et quel en serait le résultat pour là formation de là masse  et qu'il répugne à l'esprit comme à ia lettre de la loi  eh matière de partage  de faire résulter d'une mesure ordonnée préparaioirement et par voie d'instruction préalable le droit pour chaque copartageant  et au préjudice des autres  de frapper mutuellement d'une inscription générale tous leurs biens personnels    Attendu qu'on ne saurait trouver un titré judiciaire à l'inscription hypothécaire dans un jugement qui  sans rien préjuger sûr là question de savoir si la quotité disponible a été excédée en faveur de là demanderesse  et s'il y aura lieu ultérieurement à une condamnation quelconque contre elle  n'a fait que prescrire un mode d'instruction tracé par la loi pour vérifier les droits des parties  et permettre au juge dé prononcer plus tard en connaissance de cause   qu'attribuer à un tel jugement l'effet d'une coudamnation implicite à l'acquittement d'une obligation éventuelle  c'est méconnaître lès vrais principes de là matière  et qu'eu le décidant ainsi  l'arrêt attaqué â faussement appliqué et  par conséquent violé lés art  2114 2123 et 2148  Cod  Nap   ' Casse  etc  ; 18 avr. 1855. ;Ch. civ.;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f182.image;18550177
18550178;183;LA COUR     Statuant sur le premier moyen     Attendu qu'aux termes de l'art  922  Cod  Nap   les dispositions testamentaires s'apprécient d'après l'état dé là succession au moment de l'ouverture de cette succession  qu'il est reconnu par l'arrêt attaqué  et non contesté par les demandeurs  qu'au moment du décès du sieur Gay la quotité disponible était plus que suffisante pour acquitter le legs de la rente viagère de 800 fr  faite aux demoiselles Gay   que la diminution de l'actif de la succession provenant de l'administration de la tutrice ne peut réagir sur la quotité disponible irrévocablement fixée d'après les forces de la succession au moment de son ouverture   qu'en décidant  dans l'espèce  que le legs fait aux demoiselles Gay devait être paye intégralement malgré les changements survenus plus tard dans les valeurs de la succession  l'arrêt attaqué a fait une juste application des textes précités       Rejette  etc  ; 11 déc. 1854. ; Ch. Fêq.;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f183.image;18550178
18550179;184;LA COUR  Attendu que les commissionnaires au m ont de piété de Paris  quoique nommés par le préfet de la Seine et soumis dans leur gestion à la surveillance de l'administration  ne peuvent cependant être considérés comme de véritables fonctionnaires ou officiers publics  les opérations dont ils sont chargés constituant par leur nature même une simple agence privée dont l'importance est susceptible de varier suivant la capacité personnelle du titulaire et la confiance qu'il inspire  que  dès lors  si le droit de nomination doit être dans tous les cas réservé absolument et exclusivement à l'autorité administrative  sans pouvoir devenir l'objet d'aucune transaction particulière'  il ne saurait en être de même à l'égard de la clientèle formée par le titulaire  et des accessoires de bureau  tels que le droit au bail des lieux  les meubles et les recouvrements  que tous ces objets peuvent devenir légalement la matière d'un contrat  subordonné dans ses effets à la nomination du cessionnaire  par l'administration  cette vente conditionnelle ne portant aucune atteinte  ni au principe de la non vénalité des fonctions publiques  ni aux droits de l'autorité administrative  qui  dans la pratique  l'a toujours tolérée  et n'étant prohibée par aucune loi  Attendu  en fait  qu'il est constaté par l'arrêt attaqué que dans le traité de cession intervenu entre Prévost et Blondel  il n'a été porté ni directement ni indirectement aucune atteinte au droit de nomination appartenant au préfet de la Seine  et que  dès lors  en validant ce traité  la Cour de Paris  loin de violer aucune disposition de la loi  s'est au contraire conformée aux principes de la matière  Rejette  etc   ; 15 janv. 1855.;Ch. req. ;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f184.image;18550179
18550180;184;LA COUR    Considérant que l'arrêt attaqué constate que  par son testament du 18 mars 1851  le sieur Carlier  après avoir fait plusieurs legs particuliers  a légué à la défenderesse éventuelle tout le mobilier dépendant de la succession  sans aucune exception ni réserve  et tous les immeubles ne faisant point partie des legs particuliers  également sans exception ni réserve   que le testateur a  en outre  institué la dame Plista sa légataire universelle  qu'aux termes de l'art  1003  Cod  Nap   le legs universel est la disposition par laquelle le testateur donne à une ou plusieurs personnes l'universalité de biens qu'il laisse à son décès   qu'il résulte des termes du testament que le testateur a légué à la défenleresse éventuelle l'universalité de sa succession  défalcation faite ' les legs particuliers   qu'ainsi la forme des legs et les expressions lu testament s'accordent pour constituer la dame Tlista légataire miverselle  et que la Cour d'Amiens  en le jugeant ainsi  loin d'a(1)  d'a(1) anal  en ce sens Cass  5 mai 1852 (Vol  1852 1 522)  V  aussi  Table générale Devill  et Gilb   v° Legs universel  n  12 et suiv   369  Jurisprudence de la Cour de cassation   370  voir violé l'art  1003  Cod  Nap   a  au contraire  fait une juste application de ses dispositions   Rejette  etc   ; 4 déc.l854.;Ch. req.;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f184.image;18550180
18550181;186;LA COUR    Vu les art  544  552  678  679  692  691 et 689  Cod  Nap      Attendu qu'aux termes dés art  544 et 552  la propriété est le droit de jouir et de disposer de sa chose d'une manière absolue  pourvu qu'on n'en fasse pas un usagé prohibé par la loi  él que le propriétaire dû sol peut notamment faire toutes les constructions qu'il juge à propos  sauf les exceptions établies au titre des servitudes  Attendu que  d'après l'art  692  là destination du père de famille vaut litre à l'égard des servitudes continues et apparentes et que telles sont les servitudes de jour  de vue et de prise d'air mais que de l'art  691  il résulté qu'un titre conventionnel proprement dit est nécessaire pour établir les servitudes non apparentes  et que telles sont  aux termes de l'art  689  les servitudes non altiùs tollendi et non oedificandi   Attendu que si  après avoir constaté l'existence d'une servitude apparente et continue de prise d'air de jour et de vue comme dérivant de la destination du père de famille  il appartient au juge d'ordonner les mesures nécessaires pour son usage ou sa conservation  ce pouvoir ne saurait cependant aller jusqu'à dénaturer cette servitude pour la transformer  sans titre conventionnel  en une servitude de ne pas bâtir ou de ne pas élever  Attendu que les art  678 et 679 présentent en ce cas aux tribunaux les  règles légales qui permettent de concilier l'existence et l'usage de la servitude avec le droit de bâtir  restreint mais non anéanti entre les mains du maître du fonds servant    De tout quoi il  suit que l'existence reconnue d'une simple servitude de jour  de Vue et de prise d'air établie par destination du père de famille  ne saurait mettre obstacle au droit qu'a le propriétaire du fonds servant de bâtir sur ce fonds  pourvu que ce soit aux distances déterminées par les art  678 et 679   Et attendu  en fait  que  devantla Cour impériale et par ses conclusions très subsidiaires  Pilté se restreignait à soutenir son droit de bâtir sur son fonds aux distances réglées par les art  678 et  679  et que l'arrêt attaqué lui à dénié ce droit sur l'unique motif que son exercice aurait rendu illusoires et inutiles les servitudes de joui   de prise d'air et de vue reconnues exister  par suite de là destination du père de famille  au profil de l'héritage de Bex  en quoi faisant  la Cour impériale a faussement appliqué les art  692 et 701  et expressément violé tarit le droit de propriété de Pilté et les principes de la matière que les articles de loi ci dessus    Casse  etc   ;" 10 avril 1855:Ch. civ;";Prés.;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f186.image;18550181
18550182;187;LA COUR     Attendu que la dame Brocchieri  quel que fût son étal ancien de minorité  n'avait au procès qu'un seul droit à exercer  celui d'un acquéreur d'immeuble qui   après avoir été forcé de délaisser pour se soustraire aux poursuites des créanciers  24   375  Jurisprudence de la Cour de cassation   376   hypothécaires  paie le prix et les frais  et fait ainsi cesser les effets de sa dépossession  que la demanderesse  sans contester la régularité et les effets légaux de ce délaissement  réclamait devant les juges du fond sa réintégration dans l'immeuble  sans payer le prix de vente ni les frais  et sans aucune offre de les payer  qu'une telle demande ainsi formée au mépris des conditions impérieusement exigées par l'art  2173  Cod  Nap   a dû être  comme elle l'a été  rejetée par l'arrêt attaqué  en quoi ledit arrêt  loin de violer l'art  2173  n'en a fait que la plus simple application    Attendu  en outre  que l'arrêt attaqué constate que la revente de l'immeuble accomplie sans observer  les formes exigées par l'art  2174  Cod  Nap   n'a porté aucun préjudice à la demanderesse  et qu'elle n'a eu d'autre résultat que de la mettre à l'abri des conséquences onéreuses auxquelles son auteur l'avait exposée par son acquisition imprudente  qu'ainsi  et sous ce nouveau point de vue  la demande était sans fondement  qu'en rejetant par ce motif ladite demande  l'arrêt attaqué n'a violé aucune disposition de loi    Rejette  etc   ; 2 avr. 1855. ; Ch. req. ;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f187.image;18550182
18550183;188;    Vu l'art  12 de la loi du 22 frim  an 7  Attendu qu'aux termes de cet article la mutation d'un immeuble en propriété est suffisamment établie  pour la demande du droit d'enregistrement et la poursuite du paiement contre le nouveau possesseur  possesseur  l'inscription de son nom au rôle de la contribution foncière et par les paiements par lui faits d'après ce rôle  Qu'il en résulte que les circonstances déterminées par cet article  à savoir   l'inscription au rôle de la contribution foncière et le paiement de l'impôt  établissent  relativement à la perception du droit   la présomption légale de la transmission de propriété  Que  s'il est vrai que cette présomption peut être combattue par des faits contraires  elle conserve sa force tant que ces faits ne sont pas établis     D'où il suit qu'en jugeant  au contraire  et par la seule appréciation des présomptions invoquées par la régie  qu'il ne suffisait pas  pour la perception du droit  de prouver l'inscription au rôle et le paiement de l'impôt  et qu'il fallait encore établir qu'il y avait eu prise de possession par l'acquéreur apparent et tradition réelle  le jugement attaqué a violé l'article précité  Casse le jugement rendu par le tribunal civil de Bergerac le 17 août 1853  etc   ; 31 jany. 1855.;Ch. civ.;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f188.image;18550183
18550184;189;  Vu l'art  69  § 7  n° 4  de la loi dû 22 frim  an 7   Attendu que les licitations sont rangées  par l'art  15 de la loi susvisée  dans la classe des actes translatifs de propriété   que l'art  69  § 7  n° 4  de la même loi  soumet au droit proportionnel de 4 pour 100 les parts et portions indivisés de biens immeubles acquises par licitation   qu'ainsi  le cohéritier qui  avant partage  se rend adjudicataire de biens immeubles dépendant de la succession et vendus par licitation  est passible du droit ci dessus déterminé pour ce qui excède sa part dans le prix d'adjudication   qu'en effet  le principe posé dans l'art  883  Cod  Nap   d'après lequel chaque héritier est censé avoir succédé seul et immédiatement aux objets à lui échus sur licitation  n'est point applicable en ce qui concerne le droit fiscal  régi par une législation spéciale   que le cohéritier  adjudicataire sur licitation  ne pourrait être affranchi du droit proportionnel sur les parts acquises de ses cohéritiers  qu'en justifiant   lors de l'enregistrement du procès verbal d'adjudication  qu'un partage a fait entrer dans son lot ce qui excède sa part dans le prix des immeubles à lui adjugés  Et attendu  en fait  que la défenderesse  adjudicataire sûr licitation d'un immeuble dépendant de la succession de son père  dont elle était héritière pour un tiers seulement  n'a justifié que d'un acte de liquidation qui ne contient qu'une évaluation de ses droits dans la masse de la succession paternelle  sans aucune attribution des biens de cette succession     Attendu enfin que  si la déclaration de command faite au profit de la défenderesse  le 22 août 1851  exprime l'intention d'imputer le prix de l'adjudication sur le  montant de ses droits dans la succession paternelle  celte déclaration  faite en l'absence de ses cohéritiers  n'a pu opérer un pareil résultat  qui demeure incertain jusqu'au partage   Que  néanmoins  le jugement attaqué a décidé que  dans ces circonstances  le droit fixe établi par l'art  68  § 3  n° 2  de la loi du 22 frim  an 7  devait seul être perçu  a déclaré l'administration de l'enregistrement mal  fondée dans sa réclamation d'un supplément de droit  et a  en conséquence  annulé la contrainte décernée par ladite administration contre la défenderesse  en quoi  il a faussement appliqué l'art  68  § 3  n° 2  de la loi du 22 frim  an 7  et formellement violé l'art  69  §7  n° 4  de la même loi     Casse  etc   ; 5 mars 1855.; Ch. civ.;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f189.image;18550184
18550185;189;    Attendu que les acquisitions de maisons faites par Evron et Bocquet ont été constatées par des contrats authentiques antérieurs à l'acte de société du 14 oct  1852  Attendu qu'aucune réserve d'acheter pour le compte de la société n'a été faite par les acquéreurs  qui n'ont pas davantage fait de déclaration de command dans les délais de la loi     Attendu  d'ailleurs  que par son acte de constitution du 14 oct  1852  la société s'est obligée à solder le paiement des maisons dont il s'agit  ce qui établit légalement son droit de propriété sur ces immeubles  et que  pour avoir décidé  dans ces circonstances  qu'il y a eu transmission immobilière par Evron et Bocquet à la société  et qu'un droit de mutation était dû pour cette transmission  conformément à l'art  69  § 7  n° 1 de la loi dû 22 frim  an 7  le jugement attaqué (dû tribunal de la Seine)  loin d'avoir violé cette loi  en a fait une juste application     Rejette  etc   ; 20 mars 1855. ; Ch. req. ;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f189.image;18550185
18550186;189;     Attendu que si la renonciation  soit de l'époux survivant à ses avantages matrimoniaux ou à la communauté  soit des héritiers à la succession à laquelle ils sont appelés  est l'exercice d'un droit légal qui ne peut être critiqué par la régie  même alors que la renonciation est faite pour éviter le paiement des droits de  mutation  c'est à la condition que cette renonciation aura été pure et simple et sans aucune stipulation de nature à en faire un acte onéreux     Mais attendu que  dans l'espèce  il est établi que  loin d'avoir  été pure et simple  la renonciation de la femme Bouffet a été l'objet d'un marché dont elle recevait le prix dans une rente de 5 400 fr   équivalente au montant de ses droits comme communière et comme donataire    Attendu que le chiffre élevé de cette rente et les précautions inusitées stipulées pour eu assurer le service et en garantir le capital  ne permettent pas de la considérer comme une simple pension alimentaire accordée en exécution de l'art  205  Cod  Nap   et que pour avoir décidé dans ces 378  Jurisprudence de la Cour de cassation   380  circonstances qu'il y avait eu transmission à titre onéreux et qui devait payer les droits dp mutation et de transcription  loin d'avoir violé la loi  le jugement attaqué  (du tribunal de Rouen) en a fait une juste application     Rejette   ; 27 mars 1855. ; Ch. req. ;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f189.image;18550186
18550187;191;LA COUR     Sur le premier moyen     Vu l'art  1 de la loi dû 16 juin 1824  et l'art  69  § 5  de la loi du 22 frim  an 7     Attendu que le caractère des actes se détermine moins par la qualification qui leur est donnée que par les stipulations des parties et par la nature des choses qui en sont l'objet     Attendu que  l'acte par lequel la compagnie des mines de Saint Etienne à amodié pour 36 ans à Merle de Bourg l'exploitation des diverses couches de charbon de terre qui pouvaient exister au territoire de la Tardiverie  n'avait pas pour objet de transférer seulement pour un temps la jouissance de la chose cédée  mais qu'il transmettait réellement  et dès le jour dû contrat  la propriété dés parties de charbon que l'acquéreur avait le droit d'enlever pendant le laps de temps fixé par la convention  puisque l'extraction de ces charbons  qui ne pouvaient plus se reproduire  diminuait la masse des matières que la mine contenait  et pouvait après un temps plus ou moins long l'anéantir entièrement    Attendu que de Bourg a transféré ses droits à Mac Carthy tels qu'il les tenait de la compagnie des mines de Saint Etienne   que ces actes  quelle que soit la qualification qui leur ait été donnée par les parties  contenaient en effet une vente ou cession d'objets mobiliers    Que le jugement qui a prononcé la résolution de la cession faite par de Bourg à Mac Carthy a opéré au profit de de Bourg et de ses cessionnaires une rétrocession passible du droit de 2 p  100 établi par l'art  69 de la loi du 22 frim  an 7 pour ventes et rétrocessions d'objets mobiliers    Qu'en décidant le contraire  le jugement attaqué a faussement appliqué l'art  1 de la loi du 16 juin 1824  et  par suite  formellement violé tant ledit article que l'art  69  § 5  de la loi du 22 frim  an 7   Sur le deuxième moyen     Vu les art  52 et 54 de la loi du 28 avril 1816     Attendu qu'aux termes de l'art  54  les actes de nature à être transcrits sont assujettis à un droit de 5 l/2 p  100    383  Jurisprudence de la Cour de cassation   384   Qu'un jugement qui prononce la résolution d'une vente d'immeubles  non au profit du vendeur seul  mais au profit du vendeur et de créanciers subrogés à ses droits  opère à l'égard de ces derniers une véritable  mutation de propriété  qui rend le jugement de résolution sujet à la transcription   Qu'en décidant que  dans ces circonstances  la transcription était sans objet  le jugement attaqué a formellement violé les art  52 et 54 de la loi du 28 avril 1816  Casse  etc   ; 6 mai'S 1855.;Ch. civ.;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f191.image;18550187
18550188;192;LA COUR     Attendu que la loi du 27 vent  an 8  en instituant des avoués près les Cours et tribunaux  a déterminé la nature de leur ministère et fixé les limites dans lesquelles les avoués exerceraient leurs fonctions  que le décret du 16 fév  1807 portant tarif des frais et honoraires des avoués a complété l'ensemble des dispositions législatives sur la matière  qu'en dehors de ces dispositions aussi bien que des lois et ordonnances qui les complètent  le ministère des avoués est interdit   qu'ainsi  en décidant que le demandeur n'avait pas occupé comme avoué devant le jury d'expropriation pour l'administration du département de Seineet Oise représentée par son préfet  et qu'il ne pouvait réclamer les frais et honoraires à lui dus que comme mandataire  l'arrêt attaqué  loin de violer ou d'appliquer faussement les lois par lui invoquées  n'a fait qu'une saine application des principes applicables à la matière   Qu'il suit de là que la Cour  saisie de la demande en paiement de frais et honoraires dont la quotité était contestée et des offres réelles opposées à cette demande  a dû surseoir jusqu'à ce qu'il 1 ail été procédé au règlement de la somme due par l'administration   Rejette  etc   ; 15 janv. 1855.;Ch. req. ;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f192.image;18550188
18550189;192;     Sur le moyen proposé par le demandeur et fondé sur une violation prétendue de l'art  5 du décr  du 17 fév  1852  en ce que l'arrêt attaqué aurait ordonné  après avoir condamné Castillon à une peine d'amende et d'emprisonnement  que le journal cesserait de paraître     Vu l'art  5 précité portant   « Toute publication de journal    sans autorisation préalable  sanscautionnement     sera punie d'une amende de 100 fr  à 2 000 fr    et d'un emprisonnement d'un mois à deux ans    Le journal cessera de paraître   »   Attendu que cette disposition finale  motivée par la nature même de l'infraction poursuivie et réprimée  est impérative  qu'elle n'édicte pas une faculté abandonnée à l'appréciation de l'autorité administrative  mais une peine accessoire dont l'application rentre dès lors dans les attributions de l'autorité judiciaire    D'où il suit qu'en en faisant état dans là condamnation prononcée  l'arrêt attaqué  loin de contrevenir aux dispositions de l'article ci dessus visé  s'y est exactement conformé    Rejette le pourvoi formé contre l'arrêt rendu par la cour d'Orléans  ch  corr   le 11 déc  1854   ; 2 mars 1855. ;Ch. crim. ;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f192.image;18550189
18550191;193;    Attendu que si l'an  23 de la loi du 17 mai 1819  par une exception introduite dans l'intérêt des droits de la défense  soustrait à l'action en diffamation les écrits produits devant les tribunaux  et laisse aux juges saisis de la cause à prononcer la suppression de ces écrits  avec dommages intérêts s'il y a heu  il appartient néanmoins au tribunal de police correctionnelle saisi d'une plainte en diffamation de rechercher  d'après les débats et les documents produits devant lui  si l'écrit incriminé a été distribué en vue de la défense  et si  à ce titre  il se trouve couvert par 'immunité de l'art  23 précité     Attendu que le jugement attaqué  en reconnaissant que le mémoire qui fait l'objet de la plainte a été remis aux juges du tribunal de Nogent sur Seine  appelés à prononcer sur une contestation élevée entre le sieur de Colmont et le sieur Vincent  déclare que cet écrit appartenait à un autre procès jugé par la Cour impériale de Paris  et que  s'il contient quelques détails relatifs à la contestation soumise au tribunal de Nogent  ils sont insuffisants pour le rattacher à ce litige  que cette distribution  en dé telles circonstances  ne peut changer en rien le caractère primitif de l'écrit et la responsabilité légale de sa publication     Que  dès lors  en rejetant par cette appréciation de fait l'exception fondée sur l'art  23 de la loi du 17 mai 1819  et en retenant la cause  le tribunal supérieur de Troyes n'est point sorti des bornes de sa compétence et n'a pas violé l'article précité    Rejette le pourvoi formé contre le jugement du tribunal correctionnel de Troyes du 21 août 1854  ; 15 déc. 1854. ; Ch. crim.;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f193.image;18550191
18550192;193;"   Vu l'art  1351  Cod  Nap   et l'art  26 du décret du 17 fév  1852  Sur le moyen tiré de la violation de l'autorité de la chose jugée    (sans intérêt)  Sûr le moyen fondé sur ce qu'il résulterait de la combinaison des art  200 et 201  Cod  inst  crim   25 et 26 du décret du 17 fév  1852  que les dispositions de ""ce dernier article  aux termes desquelles les appels des jugements rendus par les tribunaux correctionnels sur les délits commis bar la voie de la presse doivent être portes directement  sans distinction de la situation locale de ces tribunaux  devant la chambre correctionnelle de la Cour impériale  ne sauraient s'appliquer aux jugements rendus en matière de diffamation entre les parties privées  lesquelles continuent à être régies par les art  200 et 201  Cod  inst  crim     Attendu que les principes généraux posés par lesdils art  200 et 201  Cod  inst  crim   reçoivent exception toutes les fois qu'il y est spécialement dérogé par une disposition de la loi  Attendu que l'art  26 du décret du 17 fév  1852 déroge formellement au principe des art  200 et 201  en ce qui concerne les jugements statuant sur les délits commis par la voie de la presse  dont l'appel doit toujours être porté devant la chambre des appels de police correctionnelle de la Cour impériale     Attendu que si les dispositions de cet art  26 n'embrassent pas tous les délits que l'art  25 du même décret restitue à la juridiction correctionnelle  néanmoins  en ce qui touche les délits commis par la voie de la presse  elles sont générales et absolues  et ne distinguent pas  suivant la nature du délit et selon que ce délit serait réprimé  soit par le droit commun  soit par une loi spéciale  et  en particulier  constituerait un délit de la presse proprement dit  Attendu que le délit de diffamation résultant de la publication d'un mémoire imprimé a été évidemment commis par la voie de la presse  Attendu que l'exception d'incompétence des juridictions est d'ordre public et peut être invoquée et produite en tout état de cause    Rejette le pourvoi formé contre le  387  Jurisprudence de la Cour de cassation  388  jugement rendu par le tribunal correctionnel supérieur de Troyes le 5 fév  1855   "; 15 mars 1855. ; Ch. crim. ;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f193.image;18550192
18550193;195;LA COUR     Sur le premier moyen     Attendu que   si les perceptions de droits d'escompté  de commission ou de change  faites en vertu d'obligations réelles et sérieuses   sont licites et réglées par les usages du commerce  toute perception résultant d'un contrat de prêt ne peut excéder le taux légal  sans être entachée d'usure     Attendu que l'arrêt attaqué constate que les opérations multipliées auxquelles s'est livré Chevalier n'avaient pour objet que des prêts civils   et que  à l'appui de cette déclaration   l'arrêt énonce toutes les circonstances qui ne permettent pas d'attribuer à ces opérations un caraetère commercial     Attendu  en ce qui regarde spécialement les escomptes  que l'arrêt distingué très justement entre l'escompte qui suppose une opération régulière et celui qui  n'a lieu que pour déguiser des perceptions usuraires résultant de prêts conventionnels     Que   dans l'espèce   les prétendus escomptes sont qualifiés d'usuraires  comme se rattachat aux prêts civils et ayant été tous les trois mois retenus en dedans  à chaque renouvellement des billets     Attendu que ces appréciations de fait sont souveraines   constituent le délit prévu par la loi et ne peuvent donner lieu à aucune censure    Sur le second moyen   Attendu que  si l'arrêt énonce que les obligations de commercé converties en actes authentiques auraient dû perdre leur caractère commercial  il ajoute que ce caractère n'existait réellement pas   que  dans ces obligations  comme dans toutes les autres   il ne s'agissait que de prêts ordinaires  qui n'ont pu autoriser aucune autre perception que l'intérêt légal     Rejette  etc   ; 26 mai 1855. ; Ch. crim. ;https://gallica.bnf.fr/ark:/12148/bpt6k5787408r/f195.image;18550193
