id;page;arrêt;date;juridiction;lien;id
1830110;20;LA COUR   Attendu que ce n'est que par induction que la question jugée par la Cour de Nîmes  et telle qu'elle a été jugée   pouvait être rattachée à la question de privilége prévue par l'art  90  Cod  comm   en faveur du commissionnaire   que la demande dont était saisie cette Cour était une demande en remboursement d'un effet acquitté par l'ancienne maison Baudeuf et Colombon   en qualité d'accepteurs  demande motivée sur ce que Guez  Caron et comp  ne leur avaient point adressé la marchandise qui devait être le gage et la sûreté de l'acceptation suivie de paiement   que la Cour de Nîmes a résolu les doutes et les diflicutés que présentait celle demande par une appréciation de correspondance  de facture  de faits et de circonstances que la Cour ne peut ni ne doit apprécier d'une manière différente    Rejette  etc   ; 7 décembre 1829. ; Ch. req. ;https://gallica.bnf.fr/ark:/12148/bpt6k5745965s/f20.image;1830110
1830111;22;LA COUR     Attendu 1°  que  suivant l'art  27 de la loi du 27 ventôse an 8   le nombre de sept juges est suffisant pour la validité des arrêts rendus par les Cours royales  que cette règle n'est abrogée par aucune loi pour les arrêts émanés des chambres des vacations des mêmes Cours   que par une suite elle leur est applicable   Attendu 2°  que l'art  1er  de la loi du 6 août 1791 a aboli les anciens usemens en tout ce qui est contraire aux dispositions qu'elle établit     Que l'art  11 a accordé aux domaniers pour les baux antérieurs à cette loi  et existans lors de sa publication  la faculté du congément que les usemens accordaient exclusivement au foncier     Que l'art  15 a statué que pour les baux à venir les conventions des parties seraient les seules règles qui détermineraient leurs droits respectifs    Que  dans l'espèce  il est reconnu par l'arrêt attaqué  que dans le bail dont il s'agit  la réciprocité du congément n'a pas été interdite aux colons  que dès lors en jugeant qu'ils ont droit de l'exercer  l'arrêt  loin de violer la loi  n'a fait qu'une juste application de celle du 6 août 1791      Rejette  etc   ; 7 décembre 1829. ; Ch. civ. ;https://gallica.bnf.fr/ark:/12148/bpt6k5745965s/f22.image;1830111
1830112;22;LA COUR    Attendu que l'arrêt de la Cour royale de Grenoble qui a statué sur l'appel de la décision du tribunal civil de Montelimart  jugeant comme conseil de discipline de l'ordre des avocat* attachés à ce tribunal  a été rendu   ainsi qu'il devait l'être  comme en matière civile   que le pourvoi contre cet arrêt devait être fait conséquemment dans la forme prescrite pour les matières civiles   c'es tà dire présenté par un avocat à la Cour  déposé à son greffe civil  et la requête accompagnée d'une quittance de consignation d'amende    Qu'en admettant que la déclaration du pourvoi eût pu être faite comme en matière correctionnelle au greffe de la Cour qui a rendu l'arrêt  toujours est il certain qu'aux termes de l'art  419  Cod  d'inst  crim   cette déclaration n'aurait pu valoir qu'autant que la quittance d'amende y aurait été jointe    D'où il suit que la déclaration de pourvoi du sieur P   nulle crans sa forme   est en outre irrecevable par l'absence de toute quittance de consignation    Par ces motifs  déclare le pourvoi formé par le sieur P  non recevable  le rejette en conséquence par fin de non recevoir  et condamne ledit sieur P  à l'amende   ; 1er. décembre 1829. ; Ch. des req. ;https://gallica.bnf.fr/ark:/12148/bpt6k5745965s/f22.image;1830112
1830113;23;LA COUR     Sur le 5e  moyen   attendu que bien qu'il lut  dans le voeu de cette ordonnance (de 1667)  comme dans celui du Code de procédure  que les jugemens et arrêts ne pussent recevoir une exécution forcée sans avoir été signifiés aux parties condamnées  aucune disposition de ladite ordonnance n'exigeait que le tiers à qui il était ordonné par justice de payer pour le compte de la partie condamnée  rapportât  pour établir sa décharge   l'acte même de la signification l'aile à celle partie   que   dans l'espèce   la preuve  de la signification de l'arrêt du 27 février 1776  pour la libération du trésor royal   résultait suffisamment   comme l'a décidé la Cour royale  de la mention qui en est faite dans la quittance du 2 juillet 1776  par les notaires qui ont reçu cet acte     Rejette  etc   ; a décembre 1829. ; Ch. des rcq. ;https://gallica.bnf.fr/ark:/12148/bpt6k5745965s/f23.image;1830113
1830114;25;LA COUR    Vu les art  750 à 754  Cod  proc  civ     Considérant que la seule question jugée par l'arrêt attaqué   la seule qui soit soumise à la Cour  est de savoir à quelle époque l'ordre dont il s'agit a été ouvert     Que pour parvenir à l'ouverture de cet ordre  Poncet a exactement rempli les formalités prescrites par les art  750 à 754  Cod  proc  civ      Que conformément aux articles 750 et 751   il a obtenu   le 20 janvier 1825   une ordonnance du président du tribunal qui commet un juge pour procéder à cet ordre     Que conformément aux art  752 et 753   il a obtenu   le 25 du même mois  du juge commis une autre ordonnance qui l'autorisait à sommer les créanciers inscrits de produire leurs titres  et que sommation leur a été faite à cet effet  enfin  que conformément à l'art  754  il a  dans le courant du mois suivant  déposé ses titres au greffe    Qu'à la vérité  à cette dernière époque  il n'existait aucun procès verbal d'ordre   que le juge commissaire n'en avait pas ouvert  ni lors de son ordonnance du 25 janvier  ni lors du dépôt des titres au greffe du tribunal  ainsi que les art  7 52 et 753 le lui prescrivaient  mais que le non accomplissement de celle formalité  inexactitude personnelle du juge  ne peut être imputé à Poncet     Que celui ci avait fait  dans le courant de mars   tout ce que la loi prescrit au poursuivant pour que l'ordre fût ouvert  et tout ce qui en constitue légalement l'ouverture     Qu'ainsi l'arrêt attaqué a violé les articles ci dessus cités   en ne fixant celte ouverture qu'au mois de décembre suivant  sous le prétexte que le juge commissaire avait différé jusqu'à cette époque la rédaction de son procès verbal  et ce  contrairement à la loi qui lui imposait l'obligation de s'en occuper beaucoup plus tôt     Casse  etc   ; 30 novembre 1829.; Ch. civ.;https://gallica.bnf.fr/ark:/12148/bpt6k5745965s/f25.image;1830114
1830115;26;LA COUR     Sur le moyen tiré des art  1153  586  587 et 617   Cod  civ     Attendu que si les héritiers de l'usufruitier sont obligés  à l'extinction de l'usufruit  de rendre les objets fongibles dont l'usufruitier a profilé   il n'en résulte pas que le prix de ces objets doive porter des intérêts du jour de la cessation d'usufruit   que ce prix n'est qu'une simple créance dont l'intérêt ne doit courir qu'à compter du jour de la demande faite conformément à l'article 1153  Cod  civ         Rejette  etc   ; 30 novembre 1829.; Ch. req. ;https://gallica.bnf.fr/ark:/12148/bpt6k5745965s/f26.image;1830115
1830116;26;LA COUR     Attendu que le recours en cassation n'est pas la continuation de l'instance à la suite de laquelle il a eu lieu  lorsque celle instance a été terminée par l'arrêt attaqué   qu'il n'est pas non plus un incident du procès   lorsque l'instance se continue relativement à des points non jugés   mais que le pourvoi en cassation est le principe d'une instance nouvelle et extraordinaire   d'où il résulte   1°  qu'il n'y a point d'avoué en cause qui ait  relativement à un pourvoi éventuel  l'obligation de faire signifier l'acte de décès d'une partie   2°  que la règle qui valide les poursuites faites jusqu'à la signification de cet acte de décès est sans application   3°  que cette nouvelle instance doit commencer comme toutes les autres  par un acte introductif régulièrement notifié au défendeur    Attendu que Jean Joseph Roucaute  qui avait fait signifier l'arrêt de la Cour royale de Nîmes  du 29 juillet 1826  est décédé le 15 novembre suivant   que néanmoins  le pourvoi en cassation a été dirigé contre lui  comme s'il eût continué d'exister  et que l'arrêt d'admission de la chambre des requêtes a été signifié de la même manière près de deux ans après  le 24 mars 1828   qu'on ne peut pas présumer que les demandeurs aient si long temps ignoré le décès dudit Roucaute   étant proches parens du défunt  habitant de la même commune et exerçant la même profession  qu'en tout cas  ils auraient à s'imputer de ne s'être point informés de l'existence de celui contre lequel ils avaient une action à exercer     Annulle et déclare déchus   etc   ; 1er. décembre 1829. ; Ch. civ. ;https://gallica.bnf.fr/ark:/12148/bpt6k5745965s/f26.image;1830116
1830117;26;     Vu l'art  11 du décret du 6 juillet 1810     Attendu que suivant cet article les chambres d'appel des jugemens de police correctionnelle ne peuvent connaître en matière civile que des affaires sommaires  Attendu qu'il ne s'agissait dans la cause ni de refus d'un cohéritier de consentir au partage   ni de contestation soit sur le mode d'y procéder   soit sur la manière de le terminer  seuls cas dans lesquels l'art  825  Cod  civ   autorise les tribunaux à prononcer comme en matière sommaire   que la difficulté (soulevée incidemment à une action en partage non contestée) était de savoir si deux contrats de vente devaient être annullés comme contenant un avantage indirect en faveur de l'un des cohéritiers   qu'on ne voit pas que cette cause éxigeât célérité   qu'elle ne peut pas être classée parmi celles que l'art  404   Cod  proc   répute sommaire  et qu'en la jugeant la chambre des appels de police correctionnelle de la Cour royale de Nîmes a formellement violé l'article ci dessus    Casse  etc   ; 15 décembre 1829. ; Ch. civ. ;https://gallica.bnf.fr/ark:/12148/bpt6k5745965s/f26.image;1830117
1830118;27;LA COUR     Sur le 1er  moyen     Sur le 2°  moyen   tiré des art  214 et 227   Cod  proc      Attendu que l'antidate d'un testament olographe peut avoir pour objet de soustraire aux regards de la justice l'incapacité du testateur  que  sous ce rapport  sans examiner si la preuve contraire ordinaire pouvait être ordonnée  la Cour royale  en admettant la preuve plus rigoureuse résultant de la procédure en inscription de faux  n'a fait aucun grief au demandeur  et n'a conséquemment violé aucune loi     Rejette   etc   ; 16 décembre 1829. ; Ch. req. ;https://gallica.bnf.fr/ark:/12148/bpt6k5745965s/f27.image;1830118
1830119;28;LA COUR    Sur le 1er  moyen (prétendu défaut des motifs   )  Sur le 2e  moyen     Attendu  en premier lieu  que l'arrêt n'a pas jugé que les actes faits par le débiteur  ou fraude et au préjudice des droits de ses créanciers  pouvaient être attaqués par ceux mêmes dont les créances étaient postérieures  mais que les effets nombreux souscrits par Bedel  et dont le sieur Goupy était porteur  ou partie desdits effets  étaient d'une date antérieure à la vente dont il s'agit  ce qui suffisait pour l'exercice de l'action introduite par l'art  1167   Cod  civ    en faveur des créanciers  sauf à eux à faire valoir ultérieurement leurs droits  ainsi qu'il appartiendrait  si les biens vendus rentraient dans le patrimoine du débiteur  par l'effet de l'action révocatoire   comme il est arrivé sur la demande du sieur Goupy    Que pour donner à ces actes une date antérieure à la vente  l'arrêt s'est fondé sur un jugement du 15 juin 1824  qui leur est postérieur  mais que ce jugement qui n'a pas été attaqué a dû faire foi quant à la fixation de l'antériorité des actes qui y sont énoncés    Qu'en supposant même que ces actes n'eussent pas été enregistrés avant la vente  l'on ne pourrait tirer avantage de cette circonstance  les actes sous signature privée ayant d'ailleurs une date certaine visà vis de Bedel qui les avait souscrits  à l'égal des actes authentiques  et l'enregistrement n'étant exigé par la loi qu'à l'égard des tiers (Cod  civ   art  1322 et 1328 )   Attendu en deuxième lieu sur le même moyen   en ce qui concerne la femme Lapierre particulièrement  que l'art  1328  Cod  civ   précise quelques cas hors desquels les actes sous seing privé non enregistrés ne peuvent faire foi contre tes tiers  et que ces cas ne lui étant pas applicables   le sieur Lapierre   dans les termes ordinaires  Jurisprudence de la Cour de cassation   du droit  ne serait pas passible de l'effet des attaques livrées aux actes consentis par Bedel au préjudice de ses créanciers   mais qu'il est reconnu en même temps en droit que le dol cl la fraude font exception aux règles générales   qu'ainsi  l'arrêt ayant jugé   d'une part  que Bedel n'avait consenti la vente du 24 janvier que pour soustraire une partie de la valeur de ses biens à l'action de ses créanciers  lorsque l'autre partie était déjà absorbée par l'hypothèque légale de la dame Bedel son épouse  et ayant en conséquence annullé la vente  comme entachée de fraude de la part de Bedel  ayant déclaré et jugé en même temps qu'il était hors de doute que feu Lapierre avait participé à la fraude en connaissance de cause   cette participation ne devait pas permettre de l'en laisser profiter au préjudice des créanciers de Bedel    Que ce moyen ne serait donc pas proposable de la part de Bedel  qui ne s'est pas même pourvu  et qu'il ne l'est pas davantage de la part de la veuve Lapierre   la conduite de son mari ayant justifié la nullité de la vente à son égard   de même que vis à vis de Bedel   Sur le 3°  moyen  Attendu que l'art  1270  Cod  civ   n'attribue d'autre effet à la cession judiciaire que d'opérer la décharge des contraintes par corps au profil du débiteur qui y est admis   que l'arrêt attaqué ne contient aucune disposition qui tende à priver de ecl avantage le sieur Bedel   qui était personnellement et exclusivement l'objet de la libération de la contrainte par corps  et qui ne s'est pas pourvu contre l'arrêt     Qu'il n'a par conséquent pas été contrevenu à l'art  1351  Cod  civ   relatif à l'autorité de la chose jugée  Rejette  etc   ; 14 décembre 1829. ; Ch. req.;https://gallica.bnf.fr/ark:/12148/bpt6k5745965s/f28.image;1830119
1830120;30;LA COUR    Attendu que l'art  4 de la loi du 22 frimaire an 7   ne soumet  en ce qui concerne les immeubles et les biens meubles   au droit proportionnel  que les transmissions de propriété  usufruit ou jouissance   soit entre vifs soit par décès    Attendu qu'il est de la nature des donations de biens présens et à venir contenues aux contrais de mariage  alors que ces contrats n'attribuent aux donataires aucune jouissance immédiate  de ne rien transmettre à ces donataires   si ce n'est une simple expectative    Attendu qu'en supposant qu'il existât réellement dans le contrat du 10 septembre 1826  un état de dettes conformément au voeu de l'art  1084  Cod  civ   ce qui pouvait être contesté  l'annexe de cet état ne  peut rien changer à la situation du donataire pendant la durée de la vie du donateur  (pic ce donataire n'est investi d'aucune propriété actuelle  qu'il ne peut disposer ni aliéner pendant celte durée   que l'annexe de l'état de dettes ne soustrait pas cette donation à la caducité dans le cas prévu par l'art  1089  Cod  civ   que c'est seulement la stipulation qui ferait entrer un donataire dans la jouissance immédiate quelconque qui pourrait opérer une transmission au moment de la donation  et donner ouverture au droit proportionnel à cette époque  que tel est le voeu de l'avis du conseil d'État du 22 septembre 1809  approuvé par le gouvernement et inséré au Bulletin des lois   Attendu qu'il est constant  dans l'espèce  que le contrat de mariage du 10 septembre 1826   contenant une donation de biens présens et avenir  ne renferme pas la stipulation que le doua taire entrera de suite en jouissance   qu'ainsi le tribunal d'Ussel  eu déclarant que ledit contrat n'élail passible d'aucun droilproportlonnel pour ladite donation  au moment de sa date  s'est conformé aux principes consacrés par les art  1084  1885  1089  Cod  civ   el fixés pour la perception du droit proportionnel par l'avis du conseil d'État susdaté  et que son jugemenl ne porte aucune atteinte à l'art  4 de la loi du 22 frimaire an 7     Rejette  etc   ; 1er. décembre 1S29. ; Ch. rcq.;https://gallica.bnf.fr/ark:/12148/bpt6k5745965s/f30.image;1830120
